,Unnamed: 0,sent_index,word_index,word,region,condition,model_word,surprisal,model,unk,final
241,241,21,11,<eos>,End,gram_and_pl_pl_are,<eos>,-0.0,gulordava,False,True
242,242,22,0,You,prefix_gram,gram_and_pl_pl_are,You,0.0,gulordava,False,False
243,243,22,1,think,prefix_gram,gram_and_pl_pl_are,think,8.538551330566406,gulordava,False,False
244,244,22,2,that,prefix_gram,gram_and_pl_pl_are,that,2.560710906982422,gulordava,False,False
245,245,22,3,the,det1,gram_and_pl_pl_are,the,2.413851261138916,gulordava,False,False
246,246,22,4,programs,np1pl,gram_and_pl_pl_are,programs,14.492119789123535,gulordava,False,False
247,247,22,5,and,and,gram_and_pl_pl_are,and,4.991499423980713,gulordava,False,False
248,248,22,6,the,det2,gram_and_pl_pl_are,the,3.1474881172180176,gulordava,False,False
249,249,22,7,mistakes,np2pl,gram_and_pl_pl_are,mistakes,13.257920265197756,gulordava,False,False
250,250,22,8,are,are,gram_and_pl_pl_are,are,3.206295728683472,gulordava,False,False
251,251,22,10,.,End,gram_and_pl_pl_are,.,9.47339153289795,gulordava,False,False
252,252,22,11,<eos>,End,gram_and_pl_pl_are,<eos>,-0.0,gulordava,False,True
253,253,23,0,He,prefix_gram,gram_and_pl_pl_are,He,0.0,gulordava,False,False
254,254,23,1,thinks,prefix_gram,gram_and_pl_pl_are,thinks,11.429670333862305,gulordava,False,False
255,255,23,2,that,prefix_gram,gram_and_pl_pl_are,that,1.966961145401001,gulordava,False,False
256,256,23,3,the,det1,gram_and_pl_pl_are,the,2.1011819839477544,gulordava,False,False
257,257,23,4,managers,np1pl,gram_and_pl_pl_are,managers,15.83303165435791,gulordava,False,False
258,258,23,5,and,and,gram_and_pl_pl_are,and,4.2318153381347665,gulordava,False,False
259,259,23,6,the,det2,gram_and_pl_pl_are,the,3.7490248680114746,gulordava,False,False
260,260,23,7,executives,np2pl,gram_and_pl_pl_are,executives,7.0901079177856445,gulordava,False,False
261,261,23,8,are,are,gram_and_pl_pl_are,are,2.533300399780273,gulordava,False,False
262,262,23,10,.,End,gram_and_pl_pl_are,.,11.300469398498535,gulordava,False,False
263,263,23,11,<eos>,End,gram_and_pl_pl_are,<eos>,-0.0,gulordava,False,True
264,264,24,0,They,prefix_gram,gram_and_pl_pl_are,They,0.0,gulordava,False,False
265,265,24,1,think,prefix_gram,gram_and_pl_pl_are,think,11.342095375061035,gulordava,False,False
266,266,24,2,that,prefix_gram,gram_and_pl_pl_are,that,1.7487629652023315,gulordava,False,False
267,267,24,3,the,det1,gram_and_pl_pl_are,the,2.042235851287842,gulordava,False,False
268,268,24,4,mayors,np1pl,gram_and_pl_pl_are,mayors,17.730501174926758,gulordava,False,False
269,269,24,5,and,and,gram_and_pl_pl_are,and,4.497124195098877,gulordava,False,False
270,270,24,6,the,det2,gram_and_pl_pl_are,the,3.0358872413635254,gulordava,False,False
271,271,24,7,governors,np2pl,gram_and_pl_pl_are,governors,9.159767150878906,gulordava,False,False
272,272,24,8,are,are,gram_and_pl_pl_are,are,2.49730920791626,gulordava,False,False
273,273,24,10,.,End,gram_and_pl_pl_are,.,11.272119522094727,gulordava,False,False
274,274,24,11,<eos>,End,gram_and_pl_pl_are,<eos>,-0.0,gulordava,False,True
275,275,25,0,I,prefix_gram,gram_and_pl_pl_are,I,0.0,gulordava,False,False
276,276,25,1,said,prefix_gram,gram_and_pl_pl_are,said,7.865686893463135,gulordava,False,False
277,277,25,2,that,prefix_gram,gram_and_pl_pl_are,that,3.489377737045288,gulordava,False,False
278,278,25,3,the,det1,gram_and_pl_pl_are,the,2.4519822597503658,gulordava,False,False
279,279,25,4,cultures,np1pl,gram_and_pl_pl_are,cultures,16.29337501525879,gulordava,False,False
280,280,25,5,and,and,gram_and_pl_pl_are,and,4.053898811340332,gulordava,False,False
281,281,25,6,the,det2,gram_and_pl_pl_are,the,4.42914628982544,gulordava,False,False
282,282,25,7,traditions,np2pl,gram_and_pl_pl_are,traditions,7.980255126953125,gulordava,False,False
283,283,25,8,are,are,gram_and_pl_pl_are,are,4.839987754821777,gulordava,False,False
284,284,25,10,.,End,gram_and_pl_pl_are,.,7.641199588775635,gulordava,False,False
285,285,25,11,<eos>,End,gram_and_pl_pl_are,<eos>,-0.0,gulordava,False,True
286,286,26,0,You,prefix_gram,gram_and_pl_pl_are,You,0.0,gulordava,False,False
287,287,26,1,said,prefix_gram,gram_and_pl_pl_are,said,9.71238613128662,gulordava,False,False
288,288,26,2,that,prefix_gram,gram_and_pl_pl_are,that,3.063238382339477,gulordava,False,False
289,289,26,3,the,det1,gram_and_pl_pl_are,the,2.167896032333374,gulordava,False,False
290,290,26,4,activities,np1pl,gram_and_pl_pl_are,activities,13.524446487426758,gulordava,False,False
291,291,26,5,and,and,gram_and_pl_pl_are,and,5.0590596199035645,gulordava,False,False
292,292,26,6,the,det2,gram_and_pl_pl_are,the,4.493552684783936,gulordava,False,False
293,293,26,7,exercises,np2pl,gram_and_pl_pl_are,exercises,12.8471040725708,gulordava,False,False
294,294,26,8,are,are,gram_and_pl_pl_are,are,4.279160976409912,gulordava,False,False
295,295,26,10,.,End,gram_and_pl_pl_are,.,9.726364135742188,gulordava,False,False
