	sent_index	word_index	word	region	condition
173	21	5	sont	sont	Nm_and_Nf_Vm
174	21	6	vendus	Masc	Nm_and_Nf_Vm
175	21	8	<eos>	End	Nm_and_Nf_Vm
176	22	0	Les	Det	Nm_and_Nf_Vm
177	22	1	investissements	N1m	Nm_and_Nf_Vm
178	22	2	et	et	Nm_and_Nf_Vm
179	22	3	les	Det	Nm_and_Nf_Vm
180	22	4	projections	N2f	Nm_and_Nf_Vm
181	22	5	sont	sont	Nm_and_Nf_Vm
182	22	6	limités	Masc	Nm_and_Nf_Vm
183	22	8	<eos>	End	Nm_and_Nf_Vm
184	23	0	Les	Det	Nm_and_Nf_Vm
185	23	1	arguments	N1m	Nm_and_Nf_Vm
186	23	2	et	et	Nm_and_Nf_Vm
187	23	3	les	Det	Nm_and_Nf_Vm
188	23	4	réponses	N2f	Nm_and_Nf_Vm
189	23	5	sont	sont	Nm_and_Nf_Vm
190	23	6	bons	Masc	Nm_and_Nf_Vm
191	23	8	<eos>	End	Nm_and_Nf_Vm
192	0	0	Les	Det	Nm_and_Nf_Vf
193	0	1	prix	N1m	Nm_and_Nf_Vf
194	0	2	et	et	Nm_and_Nf_Vf
195	0	3	les	Det	Nm_and_Nf_Vf
196	0	4	dépenses	N2f	Nm_and_Nf_Vf
197	0	5	étaient	sont	Nm_and_Nf_Vf
198	0	6	importantes	Fem	Nm_and_Nf_Vf
199	0	8	<eos>	End	Nm_and_Nf_Vf
200	1	0	Les	Det	Nm_and_Nf_Vf
201	1	1	obstacles	N1m	Nm_and_Nf_Vf
202	1	2	et	et	Nm_and_Nf_Vf
203	1	3	les	Det	Nm_and_Nf_Vf
204	1	4	difficultés	N2f	Nm_and_Nf_Vf
205	1	5	étaient	sont	Nm_and_Nf_Vf
206	1	6	nombreuses	Fem	Nm_and_Nf_Vf
207	1	8	<eos>	End	Nm_and_Nf_Vf
208	2	0	Les	Det	Nm_and_Nf_Vf
209	2	1	talents	N1m	Nm_and_Nf_Vf
210	2	2	et	et	Nm_and_Nf_Vf
211	2	3	les	Det	Nm_and_Nf_Vf
212	2	4	qualités	N2f	Nm_and_Nf_Vf
213	2	5	étaient	sont	Nm_and_Nf_Vf
214	2	6	diverses	Fem	Nm_and_Nf_Vf
215	2	8	<eos>	End	Nm_and_Nf_Vf
216	3	0	Les	Det	Nm_and_Nf_Vf
217	3	1	procédures	N1m	Nm_and_Nf_Vf
218	3	2	et	et	Nm_and_Nf_Vf
219	3	3	les	Det	Nm_and_Nf_Vf
220	3	4	règles	N2f	Nm_and_Nf_Vf
221	3	5	étaient	sont	Nm_and_Nf_Vf
222	3	6	publiées	Fem	Nm_and_Nf_Vf
223	3	8	<eos>	End	Nm_and_Nf_Vf
224	4	0	Les	Det	Nm_and_Nf_Vf
225	4	1	traitements	N1m	Nm_and_Nf_Vf
226	4	2	et	et	Nm_and_Nf_Vf
227	4	3	les	Det	Nm_and_Nf_Vf
228	4	4	opérations	N2f	Nm_and_Nf_Vf
229	4	5	étaient	sont	Nm_and_Nf_Vf
230	4	6	chères	Fem	Nm_and_Nf_Vf
231	4	8	<eos>	End	Nm_and_Nf_Vf
232	5	0	Les	Det	Nm_and_Nf_Vf
233	5	1	ordinateurs	N1m	Nm_and_Nf_Vf
234	5	2	et	et	Nm_and_Nf_Vf
235	5	3	les	Det	Nm_and_Nf_Vf
236	5	4	machines	N2f	Nm_and_Nf_Vf
237	5	5	étaient	sont	Nm_and_Nf_Vf
238	5	6	assurées	Fem	Nm_and_Nf_Vf
239	5	8	<eos>	End	Nm_and_Nf_Vf
240	6	0	Les	Det	Nm_and_Nf_Vf
241	6	1	départements	N1m	Nm_and_Nf_Vf
242	6	2	et	et	Nm_and_Nf_Vf
243	6	3	les	Det	Nm_and_Nf_Vf
244	6	4	régions	N2f	Nm_and_Nf_Vf
245	6	5	étaient	sont	Nm_and_Nf_Vf
246	6	6	rejetés	Fem	Nm_and_Nf_Vf
247	6	8	<eos>	End	Nm_and_Nf_Vf
248	7	0	Les	Det	Nm_and_Nf_Vf
249	7	1	budgets	N1m	Nm_and_Nf_Vf
250	7	2	et	et	Nm_and_Nf_Vf
251	7	3	les	Det	Nm_and_Nf_Vf
252	7	4	réductions	N2f	Nm_and_Nf_Vf
253	7	5	étaient	sont	Nm_and_Nf_Vf
254	7	6	accordées	Fem	Nm_and_Nf_Vf
255	7	8	<eos>	End	Nm_and_Nf_Vf
256	8	0	Les	Det	Nm_and_Nf_Vf
257	8	1	appareils	N1m	Nm_and_Nf_Vf
258	8	2	et	et	Nm_and_Nf_Vf
259	8	3	les	Det	Nm_and_Nf_Vf
260	8	4	technologies	N2f	Nm_and_Nf_Vf
261	8	5	étaient	sont	Nm_and_Nf_Vf
262	8	6	adaptées	Fem	Nm_and_Nf_Vf
263	8	8	<eos>	End	Nm_and_Nf_Vf
264	9	0	Les	Det	Nm_and_Nf_Vf
265	9	1	usages	N1m	Nm_and_Nf_Vf
266	9	2	et	et	Nm_and_Nf_Vf
267	9	3	les	Det	Nm_and_Nf_Vf
268	9	4	conséquences	N2f	Nm_and_Nf_Vf
269	9	5	étaient	sont	Nm_and_Nf_Vf
270	9	6	attendues	Fem	Nm_and_Nf_Vf
271	9	8	<eos>	End	Nm_and_Nf_Vf
272	10	0	Les	Det	Nm_and_Nf_Vf
273	10	1	événements	N1m	Nm_and_Nf_Vf
274	10	2	et	et	Nm_and_Nf_Vf
275	10	3	les	Det	Nm_and_Nf_Vf
276	10	4	activités	N2f	Nm_and_Nf_Vf
277	10	5	étaient	sont	Nm_and_Nf_Vf
278	10	6	produites	Fem	Nm_and_Nf_Vf
279	10	8	<eos>	End	Nm_and_Nf_Vf
280	11	0	Les	Det	Nm_and_Nf_Vf
281	11	1	immeubles	N1m	Nm_and_Nf_Vf
282	11	2	et	et	Nm_and_Nf_Vf
283	11	3	les	Det	Nm_and_Nf_Vf
284	11	4	maisons	N2f	Nm_and_Nf_Vf
285	11	5	étaient	sont	Nm_and_Nf_Vf
286	11	6	nouvelles	Fem	Nm_and_Nf_Vf
287	11	8	<eos>	End	Nm_and_Nf_Vf
288	12	0	Les	Det	Nm_and_Nf_Vf
289	12	1	tissus	N1m	Nm_and_Nf_Vf
290	12	2	et	et	Nm_and_Nf_Vf
291	12	3	les	Det	Nm_and_Nf_Vf
292	12	4	matières	N2f	Nm_and_Nf_Vf
293	12	5	sont	sont	Nm_and_Nf_Vf
294	12	6	connues	Fem	Nm_and_Nf_Vf
295	12	8	<eos>	End	Nm_and_Nf_Vf
296	13	0	Les	Det	Nm_and_Nf_Vf
297	13	1	lieux	N1m	Nm_and_Nf_Vf
298	13	2	et	et	Nm_and_Nf_Vf
299	13	3	les	Det	Nm_and_Nf_Vf
300	13	4	dates	N2f	Nm_and_Nf_Vf
301	13	5	sont	sont	Nm_and_Nf_Vf
302	13	6	fixées	Fem	Nm_and_Nf_Vf
303	13	8	<eos>	End	Nm_and_Nf_Vf
304	14	0	Les	Det	Nm_and_Nf_Vf
305	14	1	établissements	N1m	Nm_and_Nf_Vf
306	14	2	et	et	Nm_and_Nf_Vf
307	14	3	les	Det	Nm_and_Nf_Vf
308	14	4	écoles	N2f	Nm_and_Nf_Vf
309	14	5	sont	sont	Nm_and_Nf_Vf
310	14	6	ouvertes	Fem	Nm_and_Nf_Vf
311	14	8	<eos>	End	Nm_and_Nf_Vf
312	15	0	Les	Det	Nm_and_Nf_Vf
313	15	1	comportements	N1m	Nm_and_Nf_Vf
314	15	2	et	et	Nm_and_Nf_Vf
315	15	3	les	Det	Nm_and_Nf_Vf
316	15	4	attitudes	N2f	Nm_and_Nf_Vf
317	15	5	sont	sont	Nm_and_Nf_Vf
318	15	6	mauvaises	Fem	Nm_and_Nf_Vf
319	15	8	<eos>	End	Nm_and_Nf_Vf
320	16	0	Les	Det	Nm_and_Nf_Vf
321	16	1	objectifs	N1m	Nm_and_Nf_Vf
322	16	2	et	et	Nm_and_Nf_Vf
323	16	3	les	Det	Nm_and_Nf_Vf
324	16	4	principes	N2f	Nm_and_Nf_Vf
325	16	5	sont	sont	Nm_and_Nf_Vf
326	16	6	prêtes	Fem	Nm_and_Nf_Vf
327	16	8	<eos>	End	Nm_and_Nf_Vf
328	17	0	Les	Det	Nm_and_Nf_Vf
329	17	1	risques	N1m	Nm_and_Nf_Vf
330	17	2	et	et	Nm_and_Nf_Vf
331	17	3	les	Det	Nm_and_Nf_Vf
332	17	4	garanties	N2f	Nm_and_Nf_Vf
333	17	5	sont	sont	Nm_and_Nf_Vf
334	17	6	considérées	Fem	Nm_and_Nf_Vf
335	17	8	<eos>	End	Nm_and_Nf_Vf
336	18	0	Les	Det	Nm_and_Nf_Vf
337	18	1	intérêts	N1m	Nm_and_Nf_Vf
338	18	2	et	et	Nm_and_Nf_Vf
339	18	3	les	Det	Nm_and_Nf_Vf
340	18	4	primes	N2f	Nm_and_Nf_Vf
341	18	5	sont	sont	Nm_and_Nf_Vf
342	18	6	élevées	Fem	Nm_and_Nf_Vf
343	18	8	<eos>	End	Nm_and_Nf_Vf
344	19	0	Les	Det	Nm_and_Nf_Vf
345	19	1	livres	N1m	Nm_and_Nf_Vf
346	19	2	et	et	Nm_and_Nf_Vf
347	19	3	les	Det	Nm_and_Nf_Vf
348	19	4	histoires	N2f	Nm_and_Nf_Vf
349	19	5	sont	sont	Nm_and_Nf_Vf
350	19	6	intéressantes	Fem	Nm_and_Nf_Vf
351	19	8	<eos>	End	Nm_and_Nf_Vf
352	20	0	Les	Det	Nm_and_Nf_Vf
353	20	1	barrages	N1m	Nm_and_Nf_Vf
354	20	2	et	et	Nm_and_Nf_Vf
355	20	3	les	Det	Nm_and_Nf_Vf
356	20	4	manifestations	N2f	Nm_and_Nf_Vf
357	20	5	sont	sont	Nm_and_Nf_Vf
358	20	6	prévues	Fem	Nm_and_Nf_Vf
359	20	8	<eos>	End	Nm_and_Nf_Vf
360	21	0	Les	Det	Nm_and_Nf_Vf
361	21	1	logiciels	N1m	Nm_and_Nf_Vf
362	21	2	et	et	Nm_and_Nf_Vf
363	21	3	les	Det	Nm_and_Nf_Vf
364	21	4	applications	N2f	Nm_and_Nf_Vf
365	21	5	sont	sont	Nm_and_Nf_Vf
366	21	6	vendues	Fem	Nm_and_Nf_Vf
367	21	8	<eos>	End	Nm_and_Nf_Vf
368	22	0	Les	Det	Nm_and_Nf_Vf
369	22	1	investissements	N1m	Nm_and_Nf_Vf
370	22	2	et	et	Nm_and_Nf_Vf
371	22	3	les	Det	Nm_and_Nf_Vf
372	22	4	projections	N2f	Nm_and_Nf_Vf
373	22	5	sont	sont	Nm_and_Nf_Vf
374	22	6	limitées	Fem	Nm_and_Nf_Vf
375	22	8	<eos>	End	Nm_and_Nf_Vf
376	23	0	Les	Det	Nm_and_Nf_Vf
377	23	1	arguments	N1m	Nm_and_Nf_Vf
378	23	2	et	et	Nm_and_Nf_Vf
379	23	3	les	Det	Nm_and_Nf_Vf
380	23	4	réponses	N2f	Nm_and_Nf_Vf
381	23	5	sont	sont	Nm_and_Nf_Vf
382	23	6	bonnes	Fem	Nm_and_Nf_Vf
383	23	8	<eos>	End	Nm_and_Nf_Vf
384	0	0	Les	Det	Nf_and_Nm_Vm
385	0	1	recettes	N1f	Nf_and_Nm_Vm
386	0	2	et	et	Nf_and_Nm_Vm
387	0	3	les	Det	Nf_and_Nm_Vm
388	0	4	coûts	N2m	Nf_and_Nm_Vm
389	0	5	étaient	sont	Nf_and_Nm_Vm
390	0	6	importants	Masc	Nf_and_Nm_Vm
391	0	8	<eos>	End	Nf_and_Nm_Vm
392	1	0	Les	Det	Nf_and_Nm_Vm
393	1	1	contraintes	N1f	Nf_and_Nm_Vm
394	1	2	et	et	Nf_and_Nm_Vm
395	1	3	les	Det	Nf_and_Nm_Vm
396	1	4	défis	N2m	Nf_and_Nm_Vm
397	1	5	étaient	sont	Nf_and_Nm_Vm
398	1	6	nombreux	Masc	Nf_and_Nm_Vm
399	1	8	<eos>	End	Nf_and_Nm_Vm
400	2	0	Les	Det	Nf_and_Nm_Vm
401	2	1	compétences	N1f	Nf_and_Nm_Vm
402	2	2	et	et	Nf_and_Nm_Vm
403	2	3	les	Det	Nf_and_Nm_Vm
404	2	4	dons	N2m	Nf_and_Nm_Vm
405	2	5	étaient	sont	Nf_and_Nm_Vm
406	2	6	divers	Masc	Nf_and_Nm_Vm
407	2	8	<eos>	End	Nf_and_Nm_Vm
408	3	0	Les	Det	Nf_and_Nm_Vm
409	3	1	lois	N1f	Nf_and_Nm_Vm
410	3	2	et	et	Nf_and_Nm_Vm
411	3	3	les	Det	Nf_and_Nm_Vm
412	3	4	règlements	N2m	Nf_and_Nm_Vm
413	3	5	étaient	sont	Nf_and_Nm_Vm
414	3	6	publiés	Masc	Nf_and_Nm_Vm
415	3	8	<eos>	End	Nf_and_Nm_Vm
416	4	0	Les	Det	Nf_and_Nm_Vm
417	4	1	interventions	N1f	Nf_and_Nm_Vm
418	4	2	et	et	Nf_and_Nm_Vm
419	4	3	les	Det	Nf_and_Nm_Vm
420	4	4	soins	N2m	Nf_and_Nm_Vm
421	4	5	étaient	sont	Nf_and_Nm_Vm
422	4	6	chers	Masc	Nf_and_Nm_Vm
423	4	8	<eos>	End	Nf_and_Nm_Vm
424	5	0	Les	Det	Nf_and_Nm_Vm
425	5	1	voitures	N1f	Nf_and_Nm_Vm
426	5	2	et	et	Nf_and_Nm_Vm
427	5	3	les	Det	Nf_and_Nm_Vm
428	5	4	robots	N2m	Nf_and_Nm_Vm
429	5	5	étaient	sont	Nf_and_Nm_Vm
430	5	6	assurés	Masc	Nf_and_Nm_Vm
431	5	8	<eos>	End	Nf_and_Nm_Vm
432	6	0	Les	Det	Nf_and_Nm_Vm
433	6	1	provinces	N1f	Nf_and_Nm_Vm
434	6	2	et	et	Nf_and_Nm_Vm
435	6	3	les	Det	Nf_and_Nm_Vm
436	6	4	maires	N2m	Nf_and_Nm_Vm
437	6	5	étaient	sont	Nf_and_Nm_Vm
438	6	6	rejetés	Masc	Nf_and_Nm_Vm
439	6	8	<eos>	End	Nf_and_Nm_Vm
440	7	0	Les	Det	Nf_and_Nm_Vm
441	7	1	demandes	N1f	Nf_and_Nm_Vm
442	7	2	et	et	Nf_and_Nm_Vm
443	7	3	les	Det	Nf_and_Nm_Vm
444	7	4	moyens	N2m	Nf_and_Nm_Vm
445	7	5	étaient	sont	Nf_and_Nm_Vm
446	7	6	accordés	Masc	Nf_and_Nm_Vm
447	7	8	<eos>	End	Nf_and_Nm_Vm
448	8	0	Les	Det	Nf_and_Nm_Vm
449	8	1	applications	N1f	Nf_and_Nm_Vm
450	8	2	et	et	Nf_and_Nm_Vm
451	8	3	les	Det	Nf_and_Nm_Vm
452	8	4	écrans	N2m	Nf_and_Nm_Vm
453	8	5	étaient	sont	Nf_and_Nm_Vm
454	8	6	adaptés	Masc	Nf_and_Nm_Vm
455	8	8	<eos>	End	Nf_and_Nm_Vm
456	9	0	Les	Det	Nf_and_Nm_Vm
457	9	1	règles	N1f	Nf_and_Nm_Vm
458	9	2	et	et	Nf_and_Nm_Vm
459	9	3	les	Det	Nf_and_Nm_Vm
460	9	4	résultats	N2m	Nf_and_Nm_Vm
461	9	5	étaient	sont	Nf_and_Nm_Vm
462	9	6	attendus	Masc	Nf_and_Nm_Vm
463	9	8	<eos>	End	Nf_and_Nm_Vm
464	10	0	Les	Det	Nf_and_Nm_Vm
465	10	1	présentations	N1f	Nf_and_Nm_Vm
466	10	2	et	et	Nf_and_Nm_Vm
467	10	3	les	Det	Nf_and_Nm_Vm
468	10	4	spectacles	N2m	Nf_and_Nm_Vm
469	10	5	étaient	sont	Nf_and_Nm_Vm
470	10	6	produits	Masc	Nf_and_Nm_Vm
471	10	8	<eos>	End	Nf_and_Nm_Vm
472	11	0	Les	Det	Nf_and_Nm_Vm
473	11	1	résidences	N1f	Nf_and_Nm_Vm
474	11	2	et	et	Nf_and_Nm_Vm
475	11	3	les	Det	Nf_and_Nm_Vm
476	11	4	logements	N2m	Nf_and_Nm_Vm
477	11	5	étaient	sont	Nf_and_Nm_Vm
478	11	6	nouveaux	Masc	Nf_and_Nm_Vm
479	11	8	<eos>	End	Nf_and_Nm_Vm
480	12	0	Les	Det	Nf_and_Nm_Vm
481	12	1	couleurs	N1f	Nf_and_Nm_Vm
482	12	2	et	et	Nf_and_Nm_Vm
483	12	3	les	Det	Nf_and_Nm_Vm
484	12	4	parfums	N2m	Nf_and_Nm_Vm
485	12	5	sont	sont	Nf_and_Nm_Vm
486	12	6	connus	Masc	Nf_and_Nm_Vm
487	12	8	<eos>	End	Nf_and_Nm_Vm
488	13	0	Les	Det	Nf_and_Nm_Vm
489	13	1	adresses	N1f	Nf_and_Nm_Vm
490	13	2	et	et	Nf_and_Nm_Vm
491	13	3	les	Det	Nf_and_Nm_Vm
492	13	4	noms	N2m	Nf_and_Nm_Vm
493	13	5	sont	sont	Nf_and_Nm_Vm
494	13	6	fixés	Masc	Nf_and_Nm_Vm
495	13	8	<eos>	End	Nf_and_Nm_Vm
496	14	0	Les	Det	Nf_and_Nm_Vm
497	14	1	entreprises	N1f	Nf_and_Nm_Vm
498	14	2	et	et	Nf_and_Nm_Vm
499	14	3	les	Det	Nf_and_Nm_Vm
500	14	4	marchés	N2m	Nf_and_Nm_Vm
501	14	5	sont	sont	Nf_and_Nm_Vm
502	14	6	ouverts	Masc	Nf_and_Nm_Vm
503	14	8	<eos>	End	Nf_and_Nm_Vm
504	15	0	Les	Det	Nf_and_Nm_Vm
505	15	1	pensées	N1f	Nf_and_Nm_Vm
506	15	2	et	et	Nf_and_Nm_Vm
507	15	3	les	Det	Nf_and_Nm_Vm
508	15	4	outils	N2m	Nf_and_Nm_Vm
509	15	5	sont	sont	Nf_and_Nm_Vm
510	15	6	mauvais	Masc	Nf_and_Nm_Vm
511	15	8	<eos>	End	Nf_and_Nm_Vm
512	16	0	Les	Det	Nf_and_Nm_Vm
513	16	1	méthodes	N1f	Nf_and_Nm_Vm
514	16	2	et	et	Nf_and_Nm_Vm
515	16	3	les	Det	Nf_and_Nm_Vm
516	16	4	ordres	N2m	Nf_and_Nm_Vm
517	16	5	sont	sont	Nf_and_Nm_Vm
518	16	6	prêts	Masc	Nf_and_Nm_Vm
519	16	8	<eos>	End	Nf_and_Nm_Vm
520	17	0	Les	Det	Nf_and_Nm_Vm
521	17	1	assurances	N1f	Nf_and_Nm_Vm
522	17	2	et	et	Nf_and_Nm_Vm
523	17	3	les	Det	Nf_and_Nm_Vm
524	17	4	dangers	N2m	Nf_and_Nm_Vm
