	sent_index	word_index	word	region	condition
67	9	4	planes	np2pl	and_pl_pl-Vsg
68	9	5	is	Vsg	and_pl_pl-Vsg
69	9	7	<eos>	End	and_pl_pl-Vsg
70	10	0	The	det1pl	and_pl_pl-Vsg
71	10	1	knights	np1pl	and_pl_pl-Vsg
72	10	2	and	and	and_pl_pl-Vsg
73	10	3	the	det2pl	and_pl_pl-Vsg
74	10	4	horses	np2pl	and_pl_pl-Vsg
75	10	5	is	Vsg	and_pl_pl-Vsg
76	10	7	<eos>	End	and_pl_pl-Vsg
77	11	0	The	det1pl	and_pl_pl-Vsg
78	11	1	keys	np1pl	and_pl_pl-Vsg
79	11	2	and	and	and_pl_pl-Vsg
80	11	3	the	det2pl	and_pl_pl-Vsg
81	11	4	locks	np2pl	and_pl_pl-Vsg
82	11	5	is	Vsg	and_pl_pl-Vsg
83	11	7	<eos>	End	and_pl_pl-Vsg
84	12	0	The	det1pl	and_pl_pl-Vsg
85	12	1	memos	np1pl	and_pl_pl-Vsg
86	12	2	and	and	and_pl_pl-Vsg
87	12	3	the	det2pl	and_pl_pl-Vsg
88	12	4	messages	np2pl	and_pl_pl-Vsg
89	12	5	is	Vsg	and_pl_pl-Vsg
90	12	7	<eos>	End	and_pl_pl-Vsg
91	13	0	The	det1pl	and_pl_pl-Vsg
92	13	1	warnings	np1pl	and_pl_pl-Vsg
93	13	2	and	and	and_pl_pl-Vsg
94	13	3	the	det2pl	and_pl_pl-Vsg
95	13	4	decisions	np2pl	and_pl_pl-Vsg
96	13	5	is	Vsg	and_pl_pl-Vsg
97	13	7	<eos>	End	and_pl_pl-Vsg
98	14	0	The	det1pl	and_pl_pl-Vsg
99	14	1	protests	np1pl	and_pl_pl-Vsg
100	14	2	and	and	and_pl_pl-Vsg
101	14	3	the	det2pl	and_pl_pl-Vsg
102	14	4	petitions	np2pl	and_pl_pl-Vsg
103	14	5	is	Vsg	and_pl_pl-Vsg
104	14	7	<eos>	End	and_pl_pl-Vsg
105	15	0	The	det1pl	and_pl_pl-Vsg
106	15	1	investigations	np1pl	and_pl_pl-Vsg
107	15	2	and	and	and_pl_pl-Vsg
108	15	3	the	det2pl	and_pl_pl-Vsg
109	15	4	studies	np2pl	and_pl_pl-Vsg
110	15	5	is	Vsg	and_pl_pl-Vsg
111	15	7	<eos>	End	and_pl_pl-Vsg
112	16	0	The	det1pl	and_pl_pl-Vsg
113	16	1	drivers	np1pl	and_pl_pl-Vsg
114	16	2	and	and	and_pl_pl-Vsg
115	16	3	the	det2pl	and_pl_pl-Vsg
116	16	4	passengers	np2pl	and_pl_pl-Vsg
117	16	5	is	Vsg	and_pl_pl-Vsg
118	16	7	<eos>	End	and_pl_pl-Vsg
119	17	0	The	det1pl	and_pl_pl-Vsg
120	17	1	walls	np1pl	and_pl_pl-Vsg
121	17	2	and	and	and_pl_pl-Vsg
122	17	3	the	det2pl	and_pl_pl-Vsg
123	17	4	screens	np2pl	and_pl_pl-Vsg
124	17	5	is	Vsg	and_pl_pl-Vsg
125	17	7	<eos>	End	and_pl_pl-Vsg
126	18	0	The	det1pl	and_pl_pl-Vsg
127	18	1	apartments	np1pl	and_pl_pl-Vsg
128	18	2	and	and	and_pl_pl-Vsg
129	18	3	the	det2pl	and_pl_pl-Vsg
130	18	4	studios	np2pl	and_pl_pl-Vsg
131	18	5	was	Vsg	and_pl_pl-Vsg
132	18	7	<eos>	End	and_pl_pl-Vsg
133	19	0	The	det1pl	and_pl_pl-Vsg
134	19	1	pedestrians	np1pl	and_pl_pl-Vsg
135	19	2	and	and	and_pl_pl-Vsg
136	19	3	the	det2pl	and_pl_pl-Vsg
137	19	4	vehicles	np2pl	and_pl_pl-Vsg
138	19	5	was	Vsg	and_pl_pl-Vsg
139	19	7	<eos>	End	and_pl_pl-Vsg
140	20	0	The	det1pl	and_pl_pl-Vsg
141	20	1	coaches	np1pl	and_pl_pl-Vsg
142	20	2	and	and	and_pl_pl-Vsg
143	20	3	the	det2pl	and_pl_pl-Vsg
144	20	4	athletes	np2pl	and_pl_pl-Vsg
145	20	5	was	Vsg	and_pl_pl-Vsg
146	20	7	<eos>	End	and_pl_pl-Vsg
147	21	0	The	det1pl	and_pl_pl-Vsg
148	21	1	episodes	np1pl	and_pl_pl-Vsg
149	21	2	and	and	and_pl_pl-Vsg
150	21	3	the	det2pl	and_pl_pl-Vsg
151	21	4	chapters	np2pl	and_pl_pl-Vsg
152	21	5	was	Vsg	and_pl_pl-Vsg
153	21	7	<eos>	End	and_pl_pl-Vsg
154	22	0	The	det1pl	and_pl_pl-Vsg
155	22	1	programs	np1pl	and_pl_pl-Vsg
156	22	2	and	and	and_pl_pl-Vsg
157	22	3	the	det2pl	and_pl_pl-Vsg
158	22	4	mistakes	np2pl	and_pl_pl-Vsg
159	22	5	was	Vsg	and_pl_pl-Vsg
160	22	7	<eos>	End	and_pl_pl-Vsg
161	23	0	The	det1pl	and_pl_pl-Vsg
162	23	1	managers	np1pl	and_pl_pl-Vsg
163	23	2	and	and	and_pl_pl-Vsg
164	23	3	the	det2pl	and_pl_pl-Vsg
165	23	4	executives	np2pl	and_pl_pl-Vsg
166	23	5	was	Vsg	and_pl_pl-Vsg
167	23	7	<eos>	End	and_pl_pl-Vsg
168	24	0	The	det1pl	and_pl_pl-Vsg
169	24	1	mayors	np1pl	and_pl_pl-Vsg
170	24	2	and	and	and_pl_pl-Vsg
171	24	3	the	det2pl	and_pl_pl-Vsg
172	24	4	governors	np2pl	and_pl_pl-Vsg
173	24	5	was	Vsg	and_pl_pl-Vsg
174	24	7	<eos>	End	and_pl_pl-Vsg
175	25	0	The	det1pl	and_pl_pl-Vsg
176	25	1	cultures	np1pl	and_pl_pl-Vsg
177	25	2	and	and	and_pl_pl-Vsg
178	25	3	the	det2pl	and_pl_pl-Vsg
179	25	4	traditions	np2pl	and_pl_pl-Vsg
180	25	5	was	Vsg	and_pl_pl-Vsg
181	25	7	<eos>	End	and_pl_pl-Vsg
182	26	0	The	det1pl	and_pl_pl-Vsg
183	26	1	activities	np1pl	and_pl_pl-Vsg
184	26	2	and	and	and_pl_pl-Vsg
185	26	3	the	det2pl	and_pl_pl-Vsg
186	26	4	exercises	np2pl	and_pl_pl-Vsg
187	26	5	was	Vsg	and_pl_pl-Vsg
188	26	7	<eos>	End	and_pl_pl-Vsg
189	27	0	The	det1pl	and_pl_pl-Vsg
190	27	1	arguments	np1pl	and_pl_pl-Vsg
191	27	2	and	and	and_pl_pl-Vsg
192	27	3	the	det2pl	and_pl_pl-Vsg
193	27	4	controversies	np2pl	and_pl_pl-Vsg
194	27	5	was	Vsg	and_pl_pl-Vsg
195	27	7	<eos>	End	and_pl_pl-Vsg
196	28	0	The	det1pl	and_pl_pl-Vsg
197	28	1	defects	np1pl	and_pl_pl-Vsg
198	28	2	and	and	and_pl_pl-Vsg
199	28	3	the	det2pl	and_pl_pl-Vsg
200	28	4	problems	np2pl	and_pl_pl-Vsg
201	28	5	was	Vsg	and_pl_pl-Vsg
202	28	7	<eos>	End	and_pl_pl-Vsg
203	29	0	The	det1pl	and_pl_pl-Vsg
204	29	1	assumptions	np1pl	and_pl_pl-Vsg
205	29	2	and	and	and_pl_pl-Vsg
206	29	3	the	det2pl	and_pl_pl-Vsg
207	29	4	hopes	np2pl	and_pl_pl-Vsg
208	29	5	was	Vsg	and_pl_pl-Vsg
209	29	7	<eos>	End	and_pl_pl-Vsg
210	30	0	The	det1pl	and_pl_pl-Vsg
211	30	1	pools	np1pl	and_pl_pl-Vsg
212	30	2	and	and	and_pl_pl-Vsg
213	30	3	the	det2pl	and_pl_pl-Vsg
214	30	4	parks	np2pl	and_pl_pl-Vsg
215	30	5	was	Vsg	and_pl_pl-Vsg
216	30	7	<eos>	End	and_pl_pl-Vsg
217	31	0	The	det1pl	and_pl_pl-Vsg
218	31	1	tires	np1pl	and_pl_pl-Vsg
219	31	2	and	and	and_pl_pl-Vsg
220	31	3	the	det2pl	and_pl_pl-Vsg
221	31	4	wheels	np2pl	and_pl_pl-Vsg
222	31	5	was	Vsg	and_pl_pl-Vsg
223	31	7	<eos>	End	and_pl_pl-Vsg
224	32	0	The	det1pl	and_pl_pl-Vsg
225	32	1	reports	np1pl	and_pl_pl-Vsg
226	32	2	and	and	and_pl_pl-Vsg
227	32	3	the	det2pl	and_pl_pl-Vsg
228	32	4	reviews	np2pl	and_pl_pl-Vsg
229	32	5	was	Vsg	and_pl_pl-Vsg
230	32	7	<eos>	End	and_pl_pl-Vsg
231	33	0	The	det1pl	and_pl_pl-Vsg
232	33	1	warrants	np1pl	and_pl_pl-Vsg
233	33	2	and	and	and_pl_pl-Vsg
234	33	3	the	det2pl	and_pl_pl-Vsg
235	33	4	verdicts	np2pl	and_pl_pl-Vsg
236	33	5	was	Vsg	and_pl_pl-Vsg
237	33	7	<eos>	End	and_pl_pl-Vsg
238	34	0	The	det1pl	and_pl_pl-Vsg
239	34	1	meetings	np1pl	and_pl_pl-Vsg
240	34	2	and	and	and_pl_pl-Vsg
241	34	3	the	det2pl	and_pl_pl-Vsg
242	34	4	conferences	np2pl	and_pl_pl-Vsg
243	34	5	was	Vsg	and_pl_pl-Vsg
244	34	7	<eos>	End	and_pl_pl-Vsg
245	35	0	The	det1pl	and_pl_pl-Vsg
246	35	1	sidewalks	np1pl	and_pl_pl-Vsg
247	35	2	and	and	and_pl_pl-Vsg
248	35	3	the	det2pl	and_pl_pl-Vsg
249	35	4	streets	np2pl	and_pl_pl-Vsg
250	35	5	was	Vsg	and_pl_pl-Vsg
251	35	7	<eos>	End	and_pl_pl-Vsg
252	36	0	The	det1pl	and_pl_pl-Vsg
253	36	1	jobs	np1pl	and_pl_pl-Vsg
254	36	2	and	and	and_pl_pl-Vsg
255	36	3	the	det2pl	and_pl_pl-Vsg
256	36	4	duties	np2pl	and_pl_pl-Vsg
257	36	5	was	Vsg	and_pl_pl-Vsg
258	36	7	<eos>	End	and_pl_pl-Vsg
259	0	0	The	det1sg	and_sg_pl-Vsg
260	0	1	bull	np1sg	and_sg_pl-Vsg
261	0	2	and	and	and_sg_pl-Vsg
262	0	3	the	det2pl	and_sg_pl-Vsg
263	0	4	pigs	np2pl	and_sg_pl-Vsg
264	0	5	is	Vsg	and_sg_pl-Vsg
265	0	7	<eos>	End	and_sg_pl-Vsg
266	1	0	The	det1sg	and_sg_pl-Vsg
267	1	1	door	np1sg	and_sg_pl-Vsg
268	1	2	and	and	and_sg_pl-Vsg
269	1	3	the	det2pl	and_sg_pl-Vsg
270	1	4	windows	np2pl	and_sg_pl-Vsg
271	1	5	is	Vsg	and_sg_pl-Vsg
272	1	7	<eos>	End	and_sg_pl-Vsg
273	2	0	The	det1sg	and_sg_pl-Vsg
274	2	1	toy	np1sg	and_sg_pl-Vsg
275	2	2	and	and	and_sg_pl-Vsg
276	2	3	the	det2pl	and_sg_pl-Vsg
277	2	4	bottles	np2pl	and_sg_pl-Vsg
278	2	5	is	Vsg	and_sg_pl-Vsg
279	2	7	<eos>	End	and_sg_pl-Vsg
280	3	0	The	det1sg	and_sg_pl-Vsg
281	3	1	headline	np1sg	and_sg_pl-Vsg
282	3	2	and	and	and_sg_pl-Vsg
283	3	3	the	det2pl	and_sg_pl-Vsg
284	3	4	stories	np2pl	and_sg_pl-Vsg
285	3	5	is	Vsg	and_sg_pl-Vsg
286	3	7	<eos>	End	and_sg_pl-Vsg
287	4	0	The	det1sg	and_sg_pl-Vsg
288	4	1	leader	np1sg	and_sg_pl-Vsg
289	4	2	and	and	and_sg_pl-Vsg
290	4	3	the	det2pl	and_sg_pl-Vsg
291	4	4	rivals	np2pl	and_sg_pl-Vsg
292	4	5	is	Vsg	and_sg_pl-Vsg
293	4	7	<eos>	End	and_sg_pl-Vsg
294	5	0	The	det1sg	and_sg_pl-Vsg
295	5	1	physician	np1sg	and_sg_pl-Vsg
296	5	2	and	and	and_sg_pl-Vsg
297	5	3	the	det2pl	and_sg_pl-Vsg
298	5	4	patients	np2pl	and_sg_pl-Vsg
299	5	5	is	Vsg	and_sg_pl-Vsg
300	5	7	<eos>	End	and_sg_pl-Vsg
301	6	0	The	det1sg	and_sg_pl-Vsg
302	6	1	expert	np1sg	and_sg_pl-Vsg
303	6	2	and	and	and_sg_pl-Vsg
304	6	3	the	det2pl	and_sg_pl-Vsg
305	6	4	specialists	np2pl	and_sg_pl-Vsg
306	6	5	is	Vsg	and_sg_pl-Vsg
307	6	7	<eos>	End	and_sg_pl-Vsg
308	7	0	The	det1sg	and_sg_pl-Vsg
309	7	1	stockbroker	np1sg	and_sg_pl-Vsg
310	7	2	and	and	and_sg_pl-Vsg
311	7	3	the	det2pl	and_sg_pl-Vsg
312	7	4	consultants	np2pl	and_sg_pl-Vsg
313	7	5	is	Vsg	and_sg_pl-Vsg
314	7	7	<eos>	End	and_sg_pl-Vsg
315	8	0	The	det1sg	and_sg_pl-Vsg
316	8	1	commander	np1sg	and_sg_pl-Vsg
317	8	2	and	and	and_sg_pl-Vsg
318	8	3	the	det2pl	and_sg_pl-Vsg
319	8	4	deputies	np2pl	and_sg_pl-Vsg
320	8	5	is	Vsg	and_sg_pl-Vsg
321	8	7	<eos>	End	and_sg_pl-Vsg
322	9	0	The	det1sg	and_sg_pl-Vsg
323	9	1	pilot	np1sg	and_sg_pl-Vsg
324	9	2	and	and	and_sg_pl-Vsg
325	9	3	the	det2pl	and_sg_pl-Vsg
326	9	4	planes	np2pl	and_sg_pl-Vsg
327	9	5	is	Vsg	and_sg_pl-Vsg
328	9	7	<eos>	End	and_sg_pl-Vsg
329	10	0	The	det1sg	and_sg_pl-Vsg
330	10	1	knight	np1sg	and_sg_pl-Vsg
331	10	2	and	and	and_sg_pl-Vsg
332	10	3	the	det2pl	and_sg_pl-Vsg
333	10	4	horses	np2pl	and_sg_pl-Vsg
334	10	5	is	Vsg	and_sg_pl-Vsg
335	10	7	<eos>	End	and_sg_pl-Vsg
336	11	0	The	det1sg	and_sg_pl-Vsg
337	11	1	key	np1sg	and_sg_pl-Vsg
338	11	2	and	and	and_sg_pl-Vsg
339	11	3	the	det2pl	and_sg_pl-Vsg
340	11	4	locks	np2pl	and_sg_pl-Vsg
341	11	5	is	Vsg	and_sg_pl-Vsg
342	11	7	<eos>	End	and_sg_pl-Vsg
343	12	0	The	det1sg	and_sg_pl-Vsg
344	12	1	memo	np1sg	and_sg_pl-Vsg
345	12	2	and	and	and_sg_pl-Vsg
346	12	3	the	det2pl	and_sg_pl-Vsg
347	12	4	messages	np2pl	and_sg_pl-Vsg
348	12	5	is	Vsg	and_sg_pl-Vsg
349	12	7	<eos>	End	and_sg_pl-Vsg
350	13	0	The	det1sg	and_sg_pl-Vsg
351	13	1	warning	np1sg	and_sg_pl-Vsg
352	13	2	and	and	and_sg_pl-Vsg
353	13	3	the	det2pl	and_sg_pl-Vsg
354	13	4	decisions	np2pl	and_sg_pl-Vsg
355	13	5	is	Vsg	and_sg_pl-Vsg
356	13	7	<eos>	End	and_sg_pl-Vsg
357	14	0	The	det1sg	and_sg_pl-Vsg
358	14	1	protest	np1sg	and_sg_pl-Vsg
359	14	2	and	and	and_sg_pl-Vsg
360	14	3	the	det2pl	and_sg_pl-Vsg
361	14	4	petitions	np2pl	and_sg_pl-Vsg
362	14	5	is	Vsg	and_sg_pl-Vsg
363	14	7	<eos>	End	and_sg_pl-Vsg
364	15	0	The	det1sg	and_sg_pl-Vsg
365	15	1	investigation	np1sg	and_sg_pl-Vsg
366	15	2	and	and	and_sg_pl-Vsg
367	15	3	the	det2pl	and_sg_pl-Vsg
368	15	4	studies	np2pl	and_sg_pl-Vsg
369	15	5	is	Vsg	and_sg_pl-Vsg
370	15	7	<eos>	End	and_sg_pl-Vsg
371	16	0	The	det1sg	and_sg_pl-Vsg
372	16	1	driver	np1sg	and_sg_pl-Vsg
373	16	2	and	and	and_sg_pl-Vsg
374	16	3	the	det2pl	and_sg_pl-Vsg
375	16	4	passengers	np2pl	and_sg_pl-Vsg
376	16	5	is	Vsg	and_sg_pl-Vsg
377	16	7	<eos>	End	and_sg_pl-Vsg
378	17	0	The	det1sg	and_sg_pl-Vsg
379	17	1	wall	np1sg	and_sg_pl-Vsg
380	17	2	and	and	and_sg_pl-Vsg
381	17	3	the	det2pl	and_sg_pl-Vsg
382	17	4	screens	np2pl	and_sg_pl-Vsg
383	17	5	is	Vsg	and_sg_pl-Vsg
384	17	7	<eos>	End	and_sg_pl-Vsg
385	18	0	The	det1sg	and_sg_pl-Vsg
386	18	1	apartment	np1sg	and_sg_pl-Vsg
387	18	2	and	and	and_sg_pl-Vsg
388	18	3	the	det2pl	and_sg_pl-Vsg
389	18	4	studios	np2pl	and_sg_pl-Vsg
390	18	5	was	Vsg	and_sg_pl-Vsg
391	18	7	<eos>	End	and_sg_pl-Vsg
392	19	0	The	det1sg	and_sg_pl-Vsg
393	19	1	pedestrian	np1sg	and_sg_pl-Vsg
394	19	2	and	and	and_sg_pl-Vsg
395	19	3	the	det2pl	and_sg_pl-Vsg
396	19	4	vehicles	np2pl	and_sg_pl-Vsg
397	19	5	was	Vsg	and_sg_pl-Vsg
398	19	7	<eos>	End	and_sg_pl-Vsg
399	20	0	The	det1sg	and_sg_pl-Vsg
400	20	1	coach	np1sg	and_sg_pl-Vsg
401	20	2	and	and	and_sg_pl-Vsg
402	20	3	the	det2pl	and_sg_pl-Vsg
403	20	4	athletes	np2pl	and_sg_pl-Vsg
404	20	5	was	Vsg	and_sg_pl-Vsg
405	20	7	<eos>	End	and_sg_pl-Vsg
406	21	0	The	det1sg	and_sg_pl-Vsg
407	21	1	episode	np1sg	and_sg_pl-Vsg
408	21	2	and	and	and_sg_pl-Vsg
409	21	3	the	det2pl	and_sg_pl-Vsg
410	21	4	chapters	np2pl	and_sg_pl-Vsg
411	21	5	was	Vsg	and_sg_pl-Vsg
412	21	7	<eos>	End	and_sg_pl-Vsg
413	22	0	The	det1sg	and_sg_pl-Vsg
414	22	1	program	np1sg	and_sg_pl-Vsg
415	22	2	and	and	and_sg_pl-Vsg
416	22	3	the	det2pl	and_sg_pl-Vsg
417	22	4	mistakes	np2pl	and_sg_pl-Vsg
418	22	5	was	Vsg	and_sg_pl-Vsg
419	22	7	<eos>	End	and_sg_pl-Vsg
420	23	0	The	det1sg	and_sg_pl-Vsg
421	23	1	manager	np1sg	and_sg_pl-Vsg
422	23	2	and	and	and_sg_pl-Vsg
423	23	3	the	det2pl	and_sg_pl-Vsg
424	23	4	executives	np2pl	and_sg_pl-Vsg
425	23	5	was	Vsg	and_sg_pl-Vsg
426	23	7	<eos>	End	and_sg_pl-Vsg
427	24	0	The	det1sg	and_sg_pl-Vsg
428	24	1	mayor	np1sg	and_sg_pl-Vsg
429	24	2	and	and	and_sg_pl-Vsg
430	24	3	the	det2pl	and_sg_pl-Vsg
431	24	4	governors	np2pl	and_sg_pl-Vsg
432	24	5	was	Vsg	and_sg_pl-Vsg
433	24	7	<eos>	End	and_sg_pl-Vsg
434	25	0	The	det1sg	and_sg_pl-Vsg
435	25	1	culture	np1sg	and_sg_pl-Vsg
436	25	2	and	and	and_sg_pl-Vsg
437	25	3	the	det2pl	and_sg_pl-Vsg
438	25	4	traditions	np2pl	and_sg_pl-Vsg
439	25	5	was	Vsg	and_sg_pl-Vsg
440	25	7	<eos>	End	and_sg_pl-Vsg
441	26	0	The	det1sg	and_sg_pl-Vsg
442	26	1	activity	np1sg	and_sg_pl-Vsg
443	26	2	and	and	and_sg_pl-Vsg
444	26	3	the	det2pl	and_sg_pl-Vsg
445	26	4	exercises	np2pl	and_sg_pl-Vsg
446	26	5	was	Vsg	and_sg_pl-Vsg
447	26	7	<eos>	End	and_sg_pl-Vsg
448	27	0	The	det1sg	and_sg_pl-Vsg
449	27	1	argument	np1sg	and_sg_pl-Vsg
450	27	2	and	and	and_sg_pl-Vsg
451	27	3	the	det2pl	and_sg_pl-Vsg
452	27	4	controversies	np2pl	and_sg_pl-Vsg
453	27	5	was	Vsg	and_sg_pl-Vsg
454	27	7	<eos>	End	and_sg_pl-Vsg
455	28	0	The	det1sg	and_sg_pl-Vsg
456	28	1	defect	np1sg	and_sg_pl-Vsg
457	28	2	and	and	and_sg_pl-Vsg
458	28	3	the	det2pl	and_sg_pl-Vsg
459	28	4	problems	np2pl	and_sg_pl-Vsg
460	28	5	was	Vsg	and_sg_pl-Vsg
461	28	7	<eos>	End	and_sg_pl-Vsg
462	29	0	The	det1sg	and_sg_pl-Vsg
463	29	1	assumption	np1sg	and_sg_pl-Vsg
464	29	2	and	and	and_sg_pl-Vsg
465	29	3	the	det2pl	and_sg_pl-Vsg
466	29	4	hopes	np2pl	and_sg_pl-Vsg
467	29	5	was	Vsg	and_sg_pl-Vsg
468	29	7	<eos>	End	and_sg_pl-Vsg
469	30	0	The	det1sg	and_sg_pl-Vsg
470	30	1	pool	np1sg	and_sg_pl-Vsg
471	30	2	and	and	and_sg_pl-Vsg
472	30	3	the	det2pl	and_sg_pl-Vsg
473	30	4	parks	np2pl	and_sg_pl-Vsg
474	30	5	was	Vsg	and_sg_pl-Vsg
475	30	7	<eos>	End	and_sg_pl-Vsg
476	31	0	The	det1sg	and_sg_pl-Vsg
477	31	1	tire	np1sg	and_sg_pl-Vsg
478	31	2	and	and	and_sg_pl-Vsg
479	31	3	the	det2pl	and_sg_pl-Vsg
480	31	4	wheels	np2pl	and_sg_pl-Vsg
481	31	5	was	Vsg	and_sg_pl-Vsg
482	31	7	<eos>	End	and_sg_pl-Vsg
483	32	0	The	det1sg	and_sg_pl-Vsg
484	32	1	report	np1sg	and_sg_pl-Vsg
485	32	2	and	and	and_sg_pl-Vsg
486	32	3	the	det2pl	and_sg_pl-Vsg
487	32	4	reviews	np2pl	and_sg_pl-Vsg
488	32	5	was	Vsg	and_sg_pl-Vsg
489	32	7	<eos>	End	and_sg_pl-Vsg
490	33	0	The	det1sg	and_sg_pl-Vsg
491	33	1	warrant	np1sg	and_sg_pl-Vsg
492	33	2	and	and	and_sg_pl-Vsg
493	33	3	the	det2pl	and_sg_pl-Vsg
494	33	4	verdicts	np2pl	and_sg_pl-Vsg
495	33	5	was	Vsg	and_sg_pl-Vsg
496	33	7	<eos>	End	and_sg_pl-Vsg
497	34	0	The	det1sg	and_sg_pl-Vsg
498	34	1	meeting	np1sg	and_sg_pl-Vsg
499	34	2	and	and	and_sg_pl-Vsg
500	34	3	the	det2pl	and_sg_pl-Vsg
501	34	4	conferences	np2pl	and_sg_pl-Vsg
502	34	5	was	Vsg	and_sg_pl-Vsg
503	34	7	<eos>	End	and_sg_pl-Vsg
504	35	0	The	det1sg	and_sg_pl-Vsg
505	35	1	sidewalk	np1sg	and_sg_pl-Vsg
506	35	2	and	and	and_sg_pl-Vsg
507	35	3	the	det2pl	and_sg_pl-Vsg
508	35	4	streets	np2pl	and_sg_pl-Vsg
509	35	5	was	Vsg	and_sg_pl-Vsg
510	35	7	<eos>	End	and_sg_pl-Vsg
511	36	0	The	det1sg	and_sg_pl-Vsg
512	36	1	job	np1sg	and_sg_pl-Vsg
513	36	2	and	and	and_sg_pl-Vsg
514	36	3	the	det2pl	and_sg_pl-Vsg
515	36	4	duties	np2pl	and_sg_pl-Vsg
516	36	5	was	Vsg	and_sg_pl-Vsg
517	36	7	<eos>	End	and_sg_pl-Vsg
518	0	0	The	det1pl	and_pl_sg-Vsg
519	0	1	bulls	np1pl	and_pl_sg-Vsg
520	0	2	and	and	and_pl_sg-Vsg
521	0	3	the	det2sg	and_pl_sg-Vsg
522	0	4	pig	np2sg	and_pl_sg-Vsg
523	0	5	is	Vsg	and_pl_sg-Vsg
524	0	7	<eos>	End	and_pl_sg-Vsg
525	1	0	The	det1pl	and_pl_sg-Vsg
526	1	1	doors	np1pl	and_pl_sg-Vsg
527	1	2	and	and	and_pl_sg-Vsg
528	1	3	the	det2sg	and_pl_sg-Vsg
529	1	4	window	np2sg	and_pl_sg-Vsg
530	1	5	is	Vsg	and_pl_sg-Vsg
531	1	7	<eos>	End	and_pl_sg-Vsg
532	2	0	The	det1pl	and_pl_sg-Vsg
533	2	1	toys	np1pl	and_pl_sg-Vsg
534	2	2	and	and	and_pl_sg-Vsg
535	2	3	the	det2sg	and_pl_sg-Vsg
