	sent_index	word_index	word	region	condition
88	8	8	is	is	that_pl_pl-Vsg
89	8	10	<eos>	End	that_pl_pl-Vsg
90	9	0	He	prefix_gram	that_pl_pl-Vsg
91	9	1	believes	prefix_gram	that_pl_pl-Vsg
92	9	2	that	prefix_gram	that_pl_pl-Vsg
93	9	3	the	det1	that_pl_pl-Vsg
94	9	4	pilots	np1pl	that_pl_pl-Vsg
95	9	5	and	and	that_pl_pl-Vsg
96	9	6	the	det2	that_pl_pl-Vsg
97	9	7	planes	np2pl	that_pl_pl-Vsg
98	9	8	is	is	that_pl_pl-Vsg
99	9	10	<eos>	End	that_pl_pl-Vsg
100	10	0	You	prefix_gram	that_pl_pl-Vsg
101	10	1	believe	prefix_gram	that_pl_pl-Vsg
102	10	2	that	prefix_gram	that_pl_pl-Vsg
103	10	3	the	det1	that_pl_pl-Vsg
104	10	4	knights	np1pl	that_pl_pl-Vsg
105	10	5	and	and	that_pl_pl-Vsg
106	10	6	the	det2	that_pl_pl-Vsg
107	10	7	horses	np2pl	that_pl_pl-Vsg
108	10	8	is	is	that_pl_pl-Vsg
109	10	10	<eos>	End	that_pl_pl-Vsg
110	11	0	We	prefix_gram	that_pl_pl-Vsg
111	11	1	believe	prefix_gram	that_pl_pl-Vsg
112	11	2	that	prefix_gram	that_pl_pl-Vsg
113	11	3	the	det1	that_pl_pl-Vsg
114	11	4	keys	np1pl	that_pl_pl-Vsg
115	11	5	and	and	that_pl_pl-Vsg
116	11	6	the	det2	that_pl_pl-Vsg
117	11	7	locks	np2pl	that_pl_pl-Vsg
118	11	8	is	is	that_pl_pl-Vsg
119	11	10	<eos>	End	that_pl_pl-Vsg
120	12	0	They	prefix_gram	that_pl_pl-Vsg
121	12	1	believe	prefix_gram	that_pl_pl-Vsg
122	12	2	that	prefix_gram	that_pl_pl-Vsg
123	12	3	the	det1	that_pl_pl-Vsg
124	12	4	memos	np1pl	that_pl_pl-Vsg
125	12	5	and	and	that_pl_pl-Vsg
126	12	6	the	det2	that_pl_pl-Vsg
127	12	7	messages	np2pl	that_pl_pl-Vsg
128	12	8	is	is	that_pl_pl-Vsg
129	12	10	<eos>	End	that_pl_pl-Vsg
130	13	0	You	prefix_gram	that_pl_pl-Vsg
131	13	1	know	prefix_gram	that_pl_pl-Vsg
132	13	2	that	prefix_gram	that_pl_pl-Vsg
133	13	3	the	det1	that_pl_pl-Vsg
134	13	4	warnings	np1pl	that_pl_pl-Vsg
135	13	5	and	and	that_pl_pl-Vsg
136	13	6	the	det2	that_pl_pl-Vsg
137	13	7	decisions	np2pl	that_pl_pl-Vsg
138	13	8	is	is	that_pl_pl-Vsg
139	13	10	<eos>	End	that_pl_pl-Vsg
140	14	0	She	prefix_gram	that_pl_pl-Vsg
141	14	1	knows	prefix_gram	that_pl_pl-Vsg
142	14	2	that	prefix_gram	that_pl_pl-Vsg
143	14	3	the	det1	that_pl_pl-Vsg
144	14	4	protests	np1pl	that_pl_pl-Vsg
145	14	5	and	and	that_pl_pl-Vsg
146	14	6	the	det2	that_pl_pl-Vsg
147	14	7	petitions	np2pl	that_pl_pl-Vsg
148	14	8	is	is	that_pl_pl-Vsg
149	14	10	<eos>	End	that_pl_pl-Vsg
150	15	0	They	prefix_gram	that_pl_pl-Vsg
151	15	1	know	prefix_gram	that_pl_pl-Vsg
152	15	2	that	prefix_gram	that_pl_pl-Vsg
153	15	3	the	det1	that_pl_pl-Vsg
154	15	4	investigations	np1pl	that_pl_pl-Vsg
155	15	5	and	and	that_pl_pl-Vsg
156	15	6	the	det2	that_pl_pl-Vsg
157	15	7	studies	np2pl	that_pl_pl-Vsg
158	15	8	is	is	that_pl_pl-Vsg
159	15	10	<eos>	End	that_pl_pl-Vsg
160	16	0	She	prefix_gram	that_pl_pl-Vsg
161	16	1	fears	prefix_gram	that_pl_pl-Vsg
162	16	2	that	prefix_gram	that_pl_pl-Vsg
163	16	3	the	det1	that_pl_pl-Vsg
164	16	4	drivers	np1pl	that_pl_pl-Vsg
165	16	5	and	and	that_pl_pl-Vsg
166	16	6	the	det2	that_pl_pl-Vsg
167	16	7	passengers	np2pl	that_pl_pl-Vsg
168	16	8	is	is	that_pl_pl-Vsg
169	16	10	<eos>	End	that_pl_pl-Vsg
170	17	0	They	prefix_gram	that_pl_pl-Vsg
171	17	1	fear	prefix_gram	that_pl_pl-Vsg
172	17	2	that	prefix_gram	that_pl_pl-Vsg
173	17	3	the	det1	that_pl_pl-Vsg
174	17	4	walls	np1pl	that_pl_pl-Vsg
175	17	5	and	and	that_pl_pl-Vsg
176	17	6	the	det2	that_pl_pl-Vsg
177	17	7	screens	np2pl	that_pl_pl-Vsg
178	17	8	is	is	that_pl_pl-Vsg
179	17	10	<eos>	End	that_pl_pl-Vsg
180	18	0	I	prefix_gram	that_pl_pl-Vsg
181	18	1	fear	prefix_gram	that_pl_pl-Vsg
182	18	2	that	prefix_gram	that_pl_pl-Vsg
183	18	3	the	det1	that_pl_pl-Vsg
184	18	4	apartments	np1pl	that_pl_pl-Vsg
185	18	5	and	and	that_pl_pl-Vsg
186	18	6	the	det2	that_pl_pl-Vsg
187	18	7	studios	np2pl	that_pl_pl-Vsg
188	18	8	is	is	that_pl_pl-Vsg
189	18	10	<eos>	End	that_pl_pl-Vsg
190	19	0	I	prefix_gram	that_pl_pl-Vsg
191	19	1	suspect	prefix_gram	that_pl_pl-Vsg
192	19	2	that	prefix_gram	that_pl_pl-Vsg
193	19	3	the	det1	that_pl_pl-Vsg
194	19	4	pedestrians	np1pl	that_pl_pl-Vsg
195	19	5	and	and	that_pl_pl-Vsg
196	19	6	the	det2	that_pl_pl-Vsg
197	19	7	vehicles	np2pl	that_pl_pl-Vsg
198	19	8	is	is	that_pl_pl-Vsg
199	19	10	<eos>	End	that_pl_pl-Vsg
200	20	0	We	prefix_gram	that_pl_pl-Vsg
201	20	1	suspect	prefix_gram	that_pl_pl-Vsg
202	20	2	that	prefix_gram	that_pl_pl-Vsg
203	20	3	the	det1	that_pl_pl-Vsg
204	20	4	coaches	np1pl	that_pl_pl-Vsg
205	20	5	and	and	that_pl_pl-Vsg
206	20	6	the	det2	that_pl_pl-Vsg
207	20	7	athletes	np2pl	that_pl_pl-Vsg
208	20	8	is	is	that_pl_pl-Vsg
209	20	10	<eos>	End	that_pl_pl-Vsg
210	21	0	He	prefix_gram	that_pl_pl-Vsg
211	21	1	suspects	prefix_gram	that_pl_pl-Vsg
212	21	2	that	prefix_gram	that_pl_pl-Vsg
213	21	3	the	det1	that_pl_pl-Vsg
214	21	4	episodes	np1pl	that_pl_pl-Vsg
215	21	5	and	and	that_pl_pl-Vsg
216	21	6	the	det2	that_pl_pl-Vsg
217	21	7	chapters	np2pl	that_pl_pl-Vsg
218	21	8	is	is	that_pl_pl-Vsg
219	21	10	<eos>	End	that_pl_pl-Vsg
220	22	0	You	prefix_gram	that_pl_pl-Vsg
221	22	1	think	prefix_gram	that_pl_pl-Vsg
222	22	2	that	prefix_gram	that_pl_pl-Vsg
223	22	3	the	det1	that_pl_pl-Vsg
224	22	4	programs	np1pl	that_pl_pl-Vsg
225	22	5	and	and	that_pl_pl-Vsg
226	22	6	the	det2	that_pl_pl-Vsg
227	22	7	mistakes	np2pl	that_pl_pl-Vsg
228	22	8	is	is	that_pl_pl-Vsg
229	22	10	<eos>	End	that_pl_pl-Vsg
230	23	0	He	prefix_gram	that_pl_pl-Vsg
231	23	1	thinks	prefix_gram	that_pl_pl-Vsg
232	23	2	that	prefix_gram	that_pl_pl-Vsg
233	23	3	the	det1	that_pl_pl-Vsg
234	23	4	managers	np1pl	that_pl_pl-Vsg
235	23	5	and	and	that_pl_pl-Vsg
236	23	6	the	det2	that_pl_pl-Vsg
237	23	7	executives	np2pl	that_pl_pl-Vsg
238	23	8	is	is	that_pl_pl-Vsg
239	23	10	<eos>	End	that_pl_pl-Vsg
240	24	0	They	prefix_gram	that_pl_pl-Vsg
241	24	1	think	prefix_gram	that_pl_pl-Vsg
242	24	2	that	prefix_gram	that_pl_pl-Vsg
243	24	3	the	det1	that_pl_pl-Vsg
244	24	4	mayors	np1pl	that_pl_pl-Vsg
245	24	5	and	and	that_pl_pl-Vsg
246	24	6	the	det2	that_pl_pl-Vsg
247	24	7	governors	np2pl	that_pl_pl-Vsg
248	24	8	is	is	that_pl_pl-Vsg
249	24	10	<eos>	End	that_pl_pl-Vsg
250	25	0	I	prefix_gram	that_pl_pl-Vsg
251	25	1	said	prefix_gram	that_pl_pl-Vsg
252	25	2	that	prefix_gram	that_pl_pl-Vsg
253	25	3	the	det1	that_pl_pl-Vsg
254	25	4	cultures	np1pl	that_pl_pl-Vsg
255	25	5	and	and	that_pl_pl-Vsg
256	25	6	the	det2	that_pl_pl-Vsg
257	25	7	traditions	np2pl	that_pl_pl-Vsg
258	25	8	is	is	that_pl_pl-Vsg
259	25	10	<eos>	End	that_pl_pl-Vsg
260	26	0	You	prefix_gram	that_pl_pl-Vsg
261	26	1	said	prefix_gram	that_pl_pl-Vsg
262	26	2	that	prefix_gram	that_pl_pl-Vsg
263	26	3	the	det1	that_pl_pl-Vsg
264	26	4	activities	np1pl	that_pl_pl-Vsg
265	26	5	and	and	that_pl_pl-Vsg
266	26	6	the	det2	that_pl_pl-Vsg
267	26	7	exercises	np2pl	that_pl_pl-Vsg
268	26	8	is	is	that_pl_pl-Vsg
269	26	10	<eos>	End	that_pl_pl-Vsg
270	27	0	He	prefix_gram	that_pl_pl-Vsg
271	27	1	said	prefix_gram	that_pl_pl-Vsg
272	27	2	that	prefix_gram	that_pl_pl-Vsg
273	27	3	the	det1	that_pl_pl-Vsg
274	27	4	arguments	np1pl	that_pl_pl-Vsg
275	27	5	and	and	that_pl_pl-Vsg
276	27	6	the	det2	that_pl_pl-Vsg
277	27	7	controversies	np2pl	that_pl_pl-Vsg
278	27	8	is	is	that_pl_pl-Vsg
279	27	10	<eos>	End	that_pl_pl-Vsg
280	28	0	She	prefix_gram	that_pl_pl-Vsg
281	28	1	said	prefix_gram	that_pl_pl-Vsg
282	28	2	that	prefix_gram	that_pl_pl-Vsg
283	28	3	the	det1	that_pl_pl-Vsg
284	28	4	defects	np1pl	that_pl_pl-Vsg
285	28	5	and	and	that_pl_pl-Vsg
286	28	6	the	det2	that_pl_pl-Vsg
287	28	7	problems	np2pl	that_pl_pl-Vsg
288	28	8	is	is	that_pl_pl-Vsg
289	28	10	<eos>	End	that_pl_pl-Vsg
290	29	0	They	prefix_gram	that_pl_pl-Vsg
291	29	1	said	prefix_gram	that_pl_pl-Vsg
292	29	2	that	prefix_gram	that_pl_pl-Vsg
293	29	3	the	det1	that_pl_pl-Vsg
294	29	4	assumptions	np1pl	that_pl_pl-Vsg
295	29	5	and	and	that_pl_pl-Vsg
296	29	6	the	det2	that_pl_pl-Vsg
297	29	7	hopes	np2pl	that_pl_pl-Vsg
298	29	8	is	is	that_pl_pl-Vsg
299	29	10	<eos>	End	that_pl_pl-Vsg
300	30	0	I	prefix_gram	that_pl_pl-Vsg
301	30	1	reported	prefix_gram	that_pl_pl-Vsg
302	30	2	that	prefix_gram	that_pl_pl-Vsg
303	30	3	the	det1	that_pl_pl-Vsg
304	30	4	pools	np1pl	that_pl_pl-Vsg
305	30	5	and	and	that_pl_pl-Vsg
306	30	6	the	det2	that_pl_pl-Vsg
307	30	7	parks	np2pl	that_pl_pl-Vsg
308	30	8	is	is	that_pl_pl-Vsg
309	30	10	<eos>	End	that_pl_pl-Vsg
310	31	0	You	prefix_gram	that_pl_pl-Vsg
311	31	1	reported	prefix_gram	that_pl_pl-Vsg
312	31	2	that	prefix_gram	that_pl_pl-Vsg
313	31	3	the	det1	that_pl_pl-Vsg
314	31	4	tires	np1pl	that_pl_pl-Vsg
315	31	5	and	and	that_pl_pl-Vsg
316	31	6	the	det2	that_pl_pl-Vsg
317	31	7	wheels	np2pl	that_pl_pl-Vsg
318	31	8	is	is	that_pl_pl-Vsg
319	31	10	<eos>	End	that_pl_pl-Vsg
320	32	0	He	prefix_gram	that_pl_pl-Vsg
321	32	1	reported	prefix_gram	that_pl_pl-Vsg
322	32	2	that	prefix_gram	that_pl_pl-Vsg
323	32	3	the	det1	that_pl_pl-Vsg
324	32	4	reports	np1pl	that_pl_pl-Vsg
325	32	5	and	and	that_pl_pl-Vsg
326	32	6	the	det2	that_pl_pl-Vsg
327	32	7	reviews	np2pl	that_pl_pl-Vsg
328	32	8	is	is	that_pl_pl-Vsg
329	32	10	<eos>	End	that_pl_pl-Vsg
330	33	0	She	prefix_gram	that_pl_pl-Vsg
331	33	1	reported	prefix_gram	that_pl_pl-Vsg
332	33	2	that	prefix_gram	that_pl_pl-Vsg
333	33	3	the	det1	that_pl_pl-Vsg
334	33	4	warrants	np1pl	that_pl_pl-Vsg
335	33	5	and	and	that_pl_pl-Vsg
336	33	6	the	det2	that_pl_pl-Vsg
337	33	7	verdicts	np2pl	that_pl_pl-Vsg
338	33	8	is	is	that_pl_pl-Vsg
339	33	10	<eos>	End	that_pl_pl-Vsg
340	34	0	They	prefix_gram	that_pl_pl-Vsg
341	34	1	reported	prefix_gram	that_pl_pl-Vsg
342	34	2	that	prefix_gram	that_pl_pl-Vsg
343	34	3	the	det1	that_pl_pl-Vsg
344	34	4	meetings	np1pl	that_pl_pl-Vsg
345	34	5	and	and	that_pl_pl-Vsg
346	34	6	the	det2	that_pl_pl-Vsg
347	34	7	conferences	np2pl	that_pl_pl-Vsg
348	34	8	is	is	that_pl_pl-Vsg
349	34	10	<eos>	End	that_pl_pl-Vsg
350	35	0	We	prefix_gram	that_pl_pl-Vsg
351	35	1	reported	prefix_gram	that_pl_pl-Vsg
352	35	2	that	prefix_gram	that_pl_pl-Vsg
353	35	3	the	det1	that_pl_pl-Vsg
354	35	4	sidewalks	np1pl	that_pl_pl-Vsg
355	35	5	and	and	that_pl_pl-Vsg
356	35	6	the	det2	that_pl_pl-Vsg
357	35	7	streets	np2pl	that_pl_pl-Vsg
358	35	8	is	is	that_pl_pl-Vsg
359	35	10	<eos>	End	that_pl_pl-Vsg
360	36	0	He	prefix_gram	that_pl_pl-Vsg
361	36	1	thinks	prefix_gram	that_pl_pl-Vsg
362	36	2	that	prefix_gram	that_pl_pl-Vsg
363	36	3	the	det1	that_pl_pl-Vsg
364	36	4	jobs	np1pl	that_pl_pl-Vsg
365	36	5	and	and	that_pl_pl-Vsg
366	36	6	the	det2	that_pl_pl-Vsg
367	36	7	duties	np2pl	that_pl_pl-Vsg
368	36	8	is	is	that_pl_pl-Vsg
369	36	10	<eos>	End	that_pl_pl-Vsg
370	0	0	I	prefix_gram	that_sg_pl-Vsg
371	0	1	know	prefix_gram	that_sg_pl-Vsg
372	0	2	that	prefix_gram	that_sg_pl-Vsg
373	0	3	the	det1	that_sg_pl-Vsg
374	0	4	bull	np1sg	that_sg_pl-Vsg
375	0	5	and	and	that_sg_pl-Vsg
376	0	6	the	det2	that_sg_pl-Vsg
377	0	7	pigs	np2pl	that_sg_pl-Vsg
378	0	8	is	is	that_sg_pl-Vsg
379	0	10	<eos>	End	that_sg_pl-Vsg
380	1	0	I	prefix_gram	that_sg_pl-Vsg
381	1	1	think	prefix_gram	that_sg_pl-Vsg
382	1	2	that	prefix_gram	that_sg_pl-Vsg
383	1	3	the	det1	that_sg_pl-Vsg
384	1	4	door	np1sg	that_sg_pl-Vsg
385	1	5	and	and	that_sg_pl-Vsg
386	1	6	the	det2	that_sg_pl-Vsg
387	1	7	windows	np2pl	that_sg_pl-Vsg
388	1	8	is	is	that_sg_pl-Vsg
389	1	10	<eos>	End	that_sg_pl-Vsg
390	2	0	She	prefix_gram	that_sg_pl-Vsg
391	2	1	believes	prefix_gram	that_sg_pl-Vsg
392	2	2	that	prefix_gram	that_sg_pl-Vsg
393	2	3	the	det1	that_sg_pl-Vsg
394	2	4	toy	np1sg	that_sg_pl-Vsg
395	2	5	and	and	that_sg_pl-Vsg
396	2	6	the	det2	that_sg_pl-Vsg
397	2	7	bottles	np2pl	that_sg_pl-Vsg
398	2	8	is	is	that_sg_pl-Vsg
399	2	10	<eos>	End	that_sg_pl-Vsg
400	3	0	He	prefix_gram	that_sg_pl-Vsg
401	3	1	hopes	prefix_gram	that_sg_pl-Vsg
402	3	2	that	prefix_gram	that_sg_pl-Vsg
403	3	3	the	det1	that_sg_pl-Vsg
404	3	4	headline	np1sg	that_sg_pl-Vsg
405	3	5	and	and	that_sg_pl-Vsg
406	3	6	the	det2	that_sg_pl-Vsg
407	3	7	stories	np2pl	that_sg_pl-Vsg
408	3	8	is	is	that_sg_pl-Vsg
409	3	10	<eos>	End	that_sg_pl-Vsg
410	4	0	We	prefix_gram	that_sg_pl-Vsg
411	4	1	know	prefix_gram	that_sg_pl-Vsg
412	4	2	that	prefix_gram	that_sg_pl-Vsg
413	4	3	the	det1	that_sg_pl-Vsg
414	4	4	leader	np1sg	that_sg_pl-Vsg
415	4	5	and	and	that_sg_pl-Vsg
416	4	6	the	det2	that_sg_pl-Vsg
417	4	7	rivals	np2pl	that_sg_pl-Vsg
418	4	8	is	is	that_sg_pl-Vsg
419	4	10	<eos>	End	that_sg_pl-Vsg
420	5	0	You	prefix_gram	that_sg_pl-Vsg
421	5	1	suspect	prefix_gram	that_sg_pl-Vsg
422	5	2	that	prefix_gram	that_sg_pl-Vsg
423	5	3	the	det1	that_sg_pl-Vsg
424	5	4	physician	np1sg	that_sg_pl-Vsg
425	5	5	and	and	that_sg_pl-Vsg
426	5	6	the	det2	that_sg_pl-Vsg
427	5	7	patients	np2pl	that_sg_pl-Vsg
428	5	8	is	is	that_sg_pl-Vsg
429	5	10	<eos>	End	that_sg_pl-Vsg
430	6	0	He	prefix_gram	that_sg_pl-Vsg
431	6	1	fears	prefix_gram	that_sg_pl-Vsg
432	6	2	that	prefix_gram	that_sg_pl-Vsg
433	6	3	the	det1	that_sg_pl-Vsg
434	6	4	expert	np1sg	that_sg_pl-Vsg
435	6	5	and	and	that_sg_pl-Vsg
436	6	6	the	det2	that_sg_pl-Vsg
437	6	7	specialists	np2pl	that_sg_pl-Vsg
438	6	8	is	is	that_sg_pl-Vsg
439	6	10	<eos>	End	that_sg_pl-Vsg
440	7	0	She	prefix_gram	that_sg_pl-Vsg
441	7	1	thinks	prefix_gram	that_sg_pl-Vsg
442	7	2	that	prefix_gram	that_sg_pl-Vsg
443	7	3	the	det1	that_sg_pl-Vsg
444	7	4	stockbroker	np1sg	that_sg_pl-Vsg
445	7	5	and	and	that_sg_pl-Vsg
446	7	6	the	det2	that_sg_pl-Vsg
447	7	7	consultants	np2pl	that_sg_pl-Vsg
448	7	8	is	is	that_sg_pl-Vsg
449	7	10	<eos>	End	that_sg_pl-Vsg
450	8	0	He	prefix_gram	that_sg_pl-Vsg
451	8	1	knows	prefix_gram	that_sg_pl-Vsg
452	8	2	that	prefix_gram	that_sg_pl-Vsg
453	8	3	the	det1	that_sg_pl-Vsg
454	8	4	commander	np1sg	that_sg_pl-Vsg
455	8	5	and	and	that_sg_pl-Vsg
456	8	6	the	det2	that_sg_pl-Vsg
457	8	7	deputies	np2pl	that_sg_pl-Vsg
458	8	8	is	is	that_sg_pl-Vsg
459	8	10	<eos>	End	that_sg_pl-Vsg
460	9	0	He	prefix_gram	that_sg_pl-Vsg
461	9	1	believes	prefix_gram	that_sg_pl-Vsg
462	9	2	that	prefix_gram	that_sg_pl-Vsg
463	9	3	the	det1	that_sg_pl-Vsg
464	9	4	pilot	np1sg	that_sg_pl-Vsg
465	9	5	and	and	that_sg_pl-Vsg
466	9	6	the	det2	that_sg_pl-Vsg
467	9	7	planes	np2pl	that_sg_pl-Vsg
468	9	8	is	is	that_sg_pl-Vsg
469	9	10	<eos>	End	that_sg_pl-Vsg
470	10	0	You	prefix_gram	that_sg_pl-Vsg
471	10	1	believe	prefix_gram	that_sg_pl-Vsg
472	10	2	that	prefix_gram	that_sg_pl-Vsg
473	10	3	the	det1	that_sg_pl-Vsg
474	10	4	knight	np1sg	that_sg_pl-Vsg
475	10	5	and	and	that_sg_pl-Vsg
476	10	6	the	det2	that_sg_pl-Vsg
477	10	7	horses	np2pl	that_sg_pl-Vsg
478	10	8	is	is	that_sg_pl-Vsg
479	10	10	<eos>	End	that_sg_pl-Vsg
480	11	0	We	prefix_gram	that_sg_pl-Vsg
481	11	1	believe	prefix_gram	that_sg_pl-Vsg
482	11	2	that	prefix_gram	that_sg_pl-Vsg
483	11	3	the	det1	that_sg_pl-Vsg
484	11	4	key	np1sg	that_sg_pl-Vsg
485	11	5	and	and	that_sg_pl-Vsg
486	11	6	the	det2	that_sg_pl-Vsg
487	11	7	locks	np2pl	that_sg_pl-Vsg
488	11	8	is	is	that_sg_pl-Vsg
489	11	10	<eos>	End	that_sg_pl-Vsg
490	12	0	They	prefix_gram	that_sg_pl-Vsg
491	12	1	believe	prefix_gram	that_sg_pl-Vsg
492	12	2	that	prefix_gram	that_sg_pl-Vsg
493	12	3	the	det1	that_sg_pl-Vsg
494	12	4	memo	np1sg	that_sg_pl-Vsg
495	12	5	and	and	that_sg_pl-Vsg
496	12	6	the	det2	that_sg_pl-Vsg
497	12	7	messages	np2pl	that_sg_pl-Vsg
498	12	8	is	is	that_sg_pl-Vsg
499	12	10	<eos>	End	that_sg_pl-Vsg
500	13	0	You	prefix_gram	that_sg_pl-Vsg
501	13	1	know	prefix_gram	that_sg_pl-Vsg
502	13	2	that	prefix_gram	that_sg_pl-Vsg
503	13	3	the	det1	that_sg_pl-Vsg
504	13	4	warning	np1sg	that_sg_pl-Vsg
505	13	5	and	and	that_sg_pl-Vsg
506	13	6	the	det2	that_sg_pl-Vsg
507	13	7	decisions	np2pl	that_sg_pl-Vsg
508	13	8	is	is	that_sg_pl-Vsg
509	13	10	<eos>	End	that_sg_pl-Vsg
510	14	0	She	prefix_gram	that_sg_pl-Vsg
511	14	1	knows	prefix_gram	that_sg_pl-Vsg
512	14	2	that	prefix_gram	that_sg_pl-Vsg
513	14	3	the	det1	that_sg_pl-Vsg
514	14	4	protest	np1sg	that_sg_pl-Vsg
515	14	5	and	and	that_sg_pl-Vsg
516	14	6	the	det2	that_sg_pl-Vsg
517	14	7	petitions	np2pl	that_sg_pl-Vsg
518	14	8	is	is	that_sg_pl-Vsg
519	14	10	<eos>	End	that_sg_pl-Vsg
520	15	0	They	prefix_gram	that_sg_pl-Vsg
521	15	1	know	prefix_gram	that_sg_pl-Vsg
522	15	2	that	prefix_gram	that_sg_pl-Vsg
523	15	3	the	det1	that_sg_pl-Vsg
524	15	4	investigation	np1sg	that_sg_pl-Vsg
525	15	5	and	and	that_sg_pl-Vsg
526	15	6	the	det2	that_sg_pl-Vsg
527	15	7	studies	np2pl	that_sg_pl-Vsg
528	15	8	is	is	that_sg_pl-Vsg
529	15	10	<eos>	End	that_sg_pl-Vsg
530	16	0	She	prefix_gram	that_sg_pl-Vsg
531	16	1	fears	prefix_gram	that_sg_pl-Vsg
532	16	2	that	prefix_gram	that_sg_pl-Vsg
533	16	3	the	det1	that_sg_pl-Vsg
534	16	4	driver	np1sg	that_sg_pl-Vsg
535	16	5	and	and	that_sg_pl-Vsg
