	sent_index	word_index	word	region	condition
60	5	11	<eos>	Vsg-Nsg-and	
61	6	0	Il	prefix	Vsg-Nsg-and
62	6	1	ne	prefix	Vsg-Nsg-and
63	6	2	sait	prefix	Vsg-Nsg-and
64	6	3	pas	prefix	Vsg-Nsg-and
65	6	4	à	prefix	Vsg-Nsg-and
66	6	5	quel	prefix	Vsg-Nsg-and
67	6	6	moment	prefix	Vsg-Nsg-and
68	6	7	va	Vsg	Vsg-Nsg-and
69	6	8	mon	det1sg	Vsg-Nsg-and
70	6	9	frère	np1sg	Vsg-Nsg-and
71	6	10	et	and	Vsg-Nsg-and
72	6	12	<eos>	Vsg-Nsg-and	
73	7	0	Elle	prefix	Vsg-Nsg-and
74	7	1	ignore	prefix	Vsg-Nsg-and
75	7	2	quel	prefix	Vsg-Nsg-and
76	7	3	jour	prefix	Vsg-Nsg-and
77	7	4	va	Vsg	Vsg-Nsg-and
78	7	5	le	det1sg	Vsg-Nsg-and
79	7	6	médecin	np1sg	Vsg-Nsg-and
80	7	7	et	and	Vsg-Nsg-and
81	7	9	<eos>	Vsg-Nsg-and	
82	8	0	Nous	prefix	Vsg-Nsg-and
83	8	1	avons	prefix	Vsg-Nsg-and
84	8	2	noté	prefix	Vsg-Nsg-and
85	8	3	quand	prefix	Vsg-Nsg-and
86	8	4	va	Vsg	Vsg-Nsg-and
87	8	5	l'	det1sg	Vsg-Nsg-and
88	8	6	agent	np1sg	Vsg-Nsg-and
89	8	7	et	and	Vsg-Nsg-and
90	8	9	<eos>	Vsg-Nsg-and	
91	9	0	Ils	prefix	Vsg-Nsg-and
92	9	1	se	prefix	Vsg-Nsg-and
93	9	2	demandent	prefix	Vsg-Nsg-and
94	9	3	comment	prefix	Vsg-Nsg-and
95	9	4	va	Vsg	Vsg-Nsg-and
96	9	5	le	det1sg	Vsg-Nsg-and
97	9	6	patron	np1sg	Vsg-Nsg-and
98	9	7	et	and	Vsg-Nsg-and
99	9	9	<eos>	Vsg-Nsg-and	
100	10	0	Il	prefix	Vsg-Nsg-and
101	10	1	attend	prefix	Vsg-Nsg-and
102	10	2	de	prefix	Vsg-Nsg-and
103	10	3	voir	prefix	Vsg-Nsg-and
104	10	4	combien	prefix	Vsg-Nsg-and
105	10	5	va	Vsg	Vsg-Nsg-and
106	10	6	le	det1sg	Vsg-Nsg-and
107	10	7	directeur	np1sg	Vsg-Nsg-and
108	10	8	et	and	Vsg-Nsg-and
109	10	10	<eos>	Vsg-Nsg-and	
110	11	0	Elle	prefix	Vsg-Nsg-and
111	11	1	verra	prefix	Vsg-Nsg-and
112	11	2	comment	prefix	Vsg-Nsg-and
113	11	3	va	Vsg	Vsg-Nsg-and
114	11	4	le	det1sg	Vsg-Nsg-and
115	11	5	technicien	np1sg	Vsg-Nsg-and
116	11	6	et	and	Vsg-Nsg-and
117	11	8	<eos>	Vsg-Nsg-and	
118	12	0	Je	prefix	Vsg-Nsg-and
119	12	1	veux	prefix	Vsg-Nsg-and
120	12	2	savoir	prefix	Vsg-Nsg-and
121	12	3	ce	prefix	Vsg-Nsg-and
122	12	4	que	prefix	Vsg-Nsg-and
123	12	5	va	Vsg	Vsg-Nsg-and
124	12	6	le	det1sg	Vsg-Nsg-and
125	12	7	parc	np1sg	Vsg-Nsg-and
126	12	8	et	and	Vsg-Nsg-and
127	12	10	<eos>	Vsg-Nsg-and	
128	13	0	Je	prefix	Vsg-Nsg-and
129	13	1	me	prefix	Vsg-Nsg-and
130	13	2	demande	prefix	Vsg-Nsg-and
131	13	3	pendant	prefix	Vsg-Nsg-and
132	13	4	quelles	prefix	Vsg-Nsg-and
133	13	5	semaines	prefix	Vsg-Nsg-and
134	13	6	va	Vsg	Vsg-Nsg-and
135	13	7	le	det1sg	Vsg-Nsg-and
136	13	8	meeting	np1sg	Vsg-Nsg-and
137	13	9	et	and	Vsg-Nsg-and
138	13	11	<eos>	Vsg-Nsg-and	
139	14	0	Il	prefix	Vsg-Nsg-and
140	14	1	ne	prefix	Vsg-Nsg-and
141	14	2	sait	prefix	Vsg-Nsg-and
142	14	3	pas	prefix	Vsg-Nsg-and
143	14	4	quand	prefix	Vsg-Nsg-and
144	14	5	va	Vsg	Vsg-Nsg-and
145	14	6	l'	det1sg	Vsg-Nsg-and
146	14	7	avion	np1sg	Vsg-Nsg-and
147	14	8	et	and	Vsg-Nsg-and
148	14	10	<eos>	Vsg-Nsg-and	
149	15	0	Elle	prefix	Vsg-Nsg-and
150	15	1	ignore	prefix	Vsg-Nsg-and
151	15	2	combien	prefix	Vsg-Nsg-and
152	15	3	va	Vsg	Vsg-Nsg-and
153	15	4	le	det1sg	Vsg-Nsg-and
154	15	5	loyer	np1sg	Vsg-Nsg-and
155	15	6	et	and	Vsg-Nsg-and
156	15	8	<eos>	Vsg-Nsg-and	
157	16	0	Nous	prefix	Vsg-Nsg-and
158	16	1	voulons	prefix	Vsg-Nsg-and
159	16	2	savoir	prefix	Vsg-Nsg-and
160	16	3	quand	prefix	Vsg-Nsg-and
161	16	4	va	Vsg	Vsg-Nsg-and
162	16	5	la	det1sg	Vsg-Nsg-and
163	16	6	ville	np1sg	Vsg-Nsg-and
164	16	7	et	and	Vsg-Nsg-and
165	16	9	<eos>	Vsg-Nsg-and	
166	17	0	Nous	prefix	Vsg-Nsg-and
167	17	1	ne	prefix	Vsg-Nsg-and
168	17	2	savons	prefix	Vsg-Nsg-and
169	17	3	pas	prefix	Vsg-Nsg-and
170	17	4	quand	prefix	Vsg-Nsg-and
171	17	5	va	Vsg	Vsg-Nsg-and
172	17	6	le	det1sg	Vsg-Nsg-and
173	17	7	parti	np1sg	Vsg-Nsg-and
174	17	8	et	and	Vsg-Nsg-and
175	17	10	<eos>	Vsg-Nsg-and	
176	18	0	Il	prefix	Vsg-Nsg-and
177	18	1	veut	prefix	Vsg-Nsg-and
178	18	2	savoir	prefix	Vsg-Nsg-and
179	18	3	que	prefix	Vsg-Nsg-and
180	18	4	va	Vsg	Vsg-Nsg-and
181	18	5	le	det1sg	Vsg-Nsg-and
182	18	6	bus	np1sg	Vsg-Nsg-and
183	18	7	et	and	Vsg-Nsg-and
184	18	9	<eos>	Vsg-Nsg-and	
185	19	0	Il	prefix	Vsg-Nsg-and
186	19	1	aimerait	prefix	Vsg-Nsg-and
187	19	2	savoir	prefix	Vsg-Nsg-and
188	19	3	ce	prefix	Vsg-Nsg-and
189	19	4	que	prefix	Vsg-Nsg-and
190	19	5	va	Vsg	Vsg-Nsg-and
191	19	6	le	det1sg	Vsg-Nsg-and
192	19	7	restaurant	np1sg	Vsg-Nsg-and
193	19	8	et	and	Vsg-Nsg-and
194	19	10	<eos>	Vsg-Nsg-and	
195	20	0	Je	prefix	Vsg-Nsg-and
196	20	1	ne	prefix	Vsg-Nsg-and
197	20	2	sais	prefix	Vsg-Nsg-and
198	20	3	pas	prefix	Vsg-Nsg-and
199	20	4	comment	prefix	Vsg-Nsg-and
200	20	5	va	Vsg	Vsg-Nsg-and
201	20	6	la	det1sg	Vsg-Nsg-and
202	20	7	réponse	np1sg	Vsg-Nsg-and
203	20	8	et	and	Vsg-Nsg-and
204	20	10	<eos>	Vsg-Nsg-and	
205	21	0	Je	prefix	Vsg-Nsg-and
206	21	1	me	prefix	Vsg-Nsg-and
207	21	2	demande	prefix	Vsg-Nsg-and
208	21	3	quand	prefix	Vsg-Nsg-and
209	21	4	va	Vsg	Vsg-Nsg-and
210	21	5	le	det1sg	Vsg-Nsg-and
211	21	6	spectacle	np1sg	Vsg-Nsg-and
212	21	7	et	and	Vsg-Nsg-and
213	21	9	<eos>	Vsg-Nsg-and	
214	22	0	Nous	prefix	Vsg-Nsg-and
215	22	1	attendons	prefix	Vsg-Nsg-and
216	22	2	de	prefix	Vsg-Nsg-and
217	22	3	voir	prefix	Vsg-Nsg-and
218	22	4	ce	prefix	Vsg-Nsg-and
219	22	5	que	prefix	Vsg-Nsg-and
220	22	6	va	Vsg	Vsg-Nsg-and
221	22	7	le	det1sg	Vsg-Nsg-and
222	22	8	livre	np1sg	Vsg-Nsg-and
223	22	9	et	and	Vsg-Nsg-and
224	22	11	<eos>	Vsg-Nsg-and	
225	23	0	Il	prefix	Vsg-Nsg-and
226	23	1	ignore	prefix	Vsg-Nsg-and
227	23	2	dans	prefix	Vsg-Nsg-and
228	23	3	quelles	prefix	Vsg-Nsg-and
229	23	4	rues	prefix	Vsg-Nsg-and
230	23	5	va	Vsg	Vsg-Nsg-and
231	23	6	la	det1sg	Vsg-Nsg-and
232	23	7	grève	np1sg	Vsg-Nsg-and
233	23	8	et	and	Vsg-Nsg-and
234	23	10	<eos>	Vsg-Nsg-and	
235	0	0	Je	prefix	Vpl-Nsg-and
236	0	1	me	prefix	Vpl-Nsg-and
237	0	2	demande	prefix	Vpl-Nsg-and
238	0	3	où	prefix	Vpl-Nsg-and
239	0	4	vont	Vpl	Vpl-Nsg-and
240	0	5	le	det1sg	Vpl-Nsg-and
241	0	6	maire	np1sg	Vpl-Nsg-and
242	0	7	et	and	Vpl-Nsg-and
243	0	9	<eos>	Vpl-Nsg-and	
244	1	0	Elle	prefix	Vpl-Nsg-and
245	1	1	ne	prefix	Vpl-Nsg-and
246	1	2	sait	prefix	Vpl-Nsg-and
247	1	3	plus	prefix	Vpl-Nsg-and
248	1	4	à	prefix	Vpl-Nsg-and
249	1	5	quelle	prefix	Vpl-Nsg-and
250	1	6	heure	prefix	Vpl-Nsg-and
251	1	7	vont	Vpl	Vpl-Nsg-and
252	1	8	le	det1sg	Vpl-Nsg-and
253	1	9	dirigeant	np1sg	Vpl-Nsg-and
254	1	10	et	and	Vpl-Nsg-and
255	1	12	<eos>	Vpl-Nsg-and	
256	2	0	Il	prefix	Vpl-Nsg-and
257	2	1	aimerait	prefix	Vpl-Nsg-and
258	2	2	savoir	prefix	Vpl-Nsg-and
259	2	3	ce	prefix	Vpl-Nsg-and
260	2	4	que	prefix	Vpl-Nsg-and
261	2	5	vont	Vpl	Vpl-Nsg-and
262	2	6	le	det1sg	Vpl-Nsg-and
263	2	7	président	np1sg	Vpl-Nsg-and
264	2	8	et	and	Vpl-Nsg-and
265	2	10	<eos>	Vpl-Nsg-and	
266	3	0	Nous	prefix	Vpl-Nsg-and
267	3	1	voulons	prefix	Vpl-Nsg-and
268	3	2	savoir	prefix	Vpl-Nsg-and
269	3	3	ce	prefix	Vpl-Nsg-and
270	3	4	que	prefix	Vpl-Nsg-and
271	3	5	vont	Vpl	Vpl-Nsg-and
272	3	6	l'	det1sg	Vpl-Nsg-and
273	3	7	animateur	np1sg	Vpl-Nsg-and
274	3	8	et	and	Vpl-Nsg-and
275	3	10	<eos>	Vpl-Nsg-and	
276	4	0	Je	prefix	Vpl-Nsg-and
277	4	1	me	prefix	Vpl-Nsg-and
278	4	2	demande	prefix	Vpl-Nsg-and
279	4	3	quand	prefix	Vpl-Nsg-and
280	4	4	vont	Vpl	Vpl-Nsg-and
281	4	5	le	det1sg	Vpl-Nsg-and
282	4	6	gouverneur	np1sg	Vpl-Nsg-and
283	4	7	et	and	Vpl-Nsg-and
284	4	9	<eos>	Vpl-Nsg-and	
285	5	0	Tu	prefix	Vpl-Nsg-and
286	5	1	ne	prefix	Vpl-Nsg-and
287	5	2	sais	prefix	Vpl-Nsg-and
288	5	3	pas	prefix	Vpl-Nsg-and
289	5	4	ce	prefix	Vpl-Nsg-and
290	5	5	que	prefix	Vpl-Nsg-and
291	5	6	vont	Vpl	Vpl-Nsg-and
292	5	7	le	det1sg	Vpl-Nsg-and
293	5	8	bébé	np1sg	Vpl-Nsg-and
294	5	9	et	and	Vpl-Nsg-and
295	5	11	<eos>	Vpl-Nsg-and	
296	6	0	Il	prefix	Vpl-Nsg-and
297	6	1	ne	prefix	Vpl-Nsg-and
298	6	2	sait	prefix	Vpl-Nsg-and
299	6	3	pas	prefix	Vpl-Nsg-and
300	6	4	à	prefix	Vpl-Nsg-and
301	6	5	quel	prefix	Vpl-Nsg-and
302	6	6	moment	prefix	Vpl-Nsg-and
303	6	7	vont	Vpl	Vpl-Nsg-and
304	6	8	mon	det1sg	Vpl-Nsg-and
305	6	9	frère	np1sg	Vpl-Nsg-and
306	6	10	et	and	Vpl-Nsg-and
307	6	12	<eos>	Vpl-Nsg-and	
308	7	0	Elle	prefix	Vpl-Nsg-and
309	7	1	ignore	prefix	Vpl-Nsg-and
310	7	2	quel	prefix	Vpl-Nsg-and
311	7	3	jour	prefix	Vpl-Nsg-and
312	7	4	vont	Vpl	Vpl-Nsg-and
313	7	5	le	det1sg	Vpl-Nsg-and
314	7	6	médecin	np1sg	Vpl-Nsg-and
315	7	7	et	and	Vpl-Nsg-and
316	7	9	<eos>	Vpl-Nsg-and	
317	8	0	Nous	prefix	Vpl-Nsg-and
318	8	1	avons	prefix	Vpl-Nsg-and
319	8	2	noté	prefix	Vpl-Nsg-and
320	8	3	quand	prefix	Vpl-Nsg-and
321	8	4	vont	Vpl	Vpl-Nsg-and
322	8	5	l'	det1sg	Vpl-Nsg-and
323	8	6	agent	np1sg	Vpl-Nsg-and
324	8	7	et	and	Vpl-Nsg-and
325	8	9	<eos>	Vpl-Nsg-and	
326	9	0	Ils	prefix	Vpl-Nsg-and
327	9	1	se	prefix	Vpl-Nsg-and
328	9	2	demandent	prefix	Vpl-Nsg-and
329	9	3	comment	prefix	Vpl-Nsg-and
330	9	4	vont	Vpl	Vpl-Nsg-and
331	9	5	le	det1sg	Vpl-Nsg-and
332	9	6	patron	np1sg	Vpl-Nsg-and
333	9	7	et	and	Vpl-Nsg-and
334	9	9	<eos>	Vpl-Nsg-and	
335	10	0	Il	prefix	Vpl-Nsg-and
336	10	1	attend	prefix	Vpl-Nsg-and
337	10	2	de	prefix	Vpl-Nsg-and
338	10	3	voir	prefix	Vpl-Nsg-and
339	10	4	combien	prefix	Vpl-Nsg-and
340	10	5	vont	Vpl	Vpl-Nsg-and
341	10	6	le	det1sg	Vpl-Nsg-and
342	10	7	directeur	np1sg	Vpl-Nsg-and
343	10	8	et	and	Vpl-Nsg-and
344	10	10	<eos>	Vpl-Nsg-and	
345	11	0	Elle	prefix	Vpl-Nsg-and
346	11	1	verra	prefix	Vpl-Nsg-and
347	11	2	comment	prefix	Vpl-Nsg-and
348	11	3	vont	Vpl	Vpl-Nsg-and
349	11	4	le	det1sg	Vpl-Nsg-and
350	11	5	technicien	np1sg	Vpl-Nsg-and
351	11	6	et	and	Vpl-Nsg-and
352	11	8	<eos>	Vpl-Nsg-and	
353	12	0	Je	prefix	Vpl-Nsg-and
354	12	1	veux	prefix	Vpl-Nsg-and
355	12	2	savoir	prefix	Vpl-Nsg-and
356	12	3	ce	prefix	Vpl-Nsg-and
357	12	4	que	prefix	Vpl-Nsg-and
358	12	5	vont	Vpl	Vpl-Nsg-and
359	12	6	le	det1sg	Vpl-Nsg-and
360	12	7	parc	np1sg	Vpl-Nsg-and
361	12	8	et	and	Vpl-Nsg-and
362	12	10	<eos>	Vpl-Nsg-and	
363	13	0	Je	prefix	Vpl-Nsg-and
364	13	1	me	prefix	Vpl-Nsg-and
365	13	2	demande	prefix	Vpl-Nsg-and
366	13	3	pendant	prefix	Vpl-Nsg-and
367	13	4	quelles	prefix	Vpl-Nsg-and
368	13	5	semaines	prefix	Vpl-Nsg-and
369	13	6	vont	Vpl	Vpl-Nsg-and
370	13	7	le	det1sg	Vpl-Nsg-and
371	13	8	meeting	np1sg	Vpl-Nsg-and
372	13	9	et	and	Vpl-Nsg-and
373	13	11	<eos>	Vpl-Nsg-and	
374	14	0	Il	prefix	Vpl-Nsg-and
375	14	1	ne	prefix	Vpl-Nsg-and
376	14	2	sait	prefix	Vpl-Nsg-and
377	14	3	pas	prefix	Vpl-Nsg-and
378	14	4	quand	prefix	Vpl-Nsg-and
379	14	5	vont	Vpl	Vpl-Nsg-and
380	14	6	l'	det1sg	Vpl-Nsg-and
381	14	7	avion	np1sg	Vpl-Nsg-and
382	14	8	et	and	Vpl-Nsg-and
383	14	10	<eos>	Vpl-Nsg-and	
384	15	0	Elle	prefix	Vpl-Nsg-and
385	15	1	ignore	prefix	Vpl-Nsg-and
386	15	2	combien	prefix	Vpl-Nsg-and
387	15	3	vont	Vpl	Vpl-Nsg-and
388	15	4	le	det1sg	Vpl-Nsg-and
389	15	5	loyer	np1sg	Vpl-Nsg-and
390	15	6	et	and	Vpl-Nsg-and
391	15	8	<eos>	Vpl-Nsg-and	
392	16	0	Nous	prefix	Vpl-Nsg-and
393	16	1	voulons	prefix	Vpl-Nsg-and
394	16	2	savoir	prefix	Vpl-Nsg-and
395	16	3	quand	prefix	Vpl-Nsg-and
396	16	4	vont	Vpl	Vpl-Nsg-and
397	16	5	la	det1sg	Vpl-Nsg-and
398	16	6	ville	np1sg	Vpl-Nsg-and
399	16	7	et	and	Vpl-Nsg-and
400	16	9	<eos>	Vpl-Nsg-and	
401	17	0	Nous	prefix	Vpl-Nsg-and
402	17	1	ne	prefix	Vpl-Nsg-and
403	17	2	savons	prefix	Vpl-Nsg-and
404	17	3	pas	prefix	Vpl-Nsg-and
405	17	4	quand	prefix	Vpl-Nsg-and
406	17	5	vont	Vpl	Vpl-Nsg-and
407	17	6	le	det1sg	Vpl-Nsg-and
408	17	7	parti	np1sg	Vpl-Nsg-and
409	17	8	et	and	Vpl-Nsg-and
410	17	10	<eos>	Vpl-Nsg-and	
411	18	0	Il	prefix	Vpl-Nsg-and
412	18	1	veut	prefix	Vpl-Nsg-and
413	18	2	savoir	prefix	Vpl-Nsg-and
414	18	3	que	prefix	Vpl-Nsg-and
415	18	4	vont	Vpl	Vpl-Nsg-and
416	18	5	le	det1sg	Vpl-Nsg-and
417	18	6	bus	np1sg	Vpl-Nsg-and
418	18	7	et	and	Vpl-Nsg-and
419	18	9	<eos>	Vpl-Nsg-and	
420	19	0	Il	prefix	Vpl-Nsg-and
421	19	1	aimerait	prefix	Vpl-Nsg-and
422	19	2	savoir	prefix	Vpl-Nsg-and
423	19	3	ce	prefix	Vpl-Nsg-and
424	19	4	que	prefix	Vpl-Nsg-and
425	19	5	vont	Vpl	Vpl-Nsg-and
426	19	6	le	det1sg	Vpl-Nsg-and
427	19	7	restaurant	np1sg	Vpl-Nsg-and
428	19	8	et	and	Vpl-Nsg-and
429	19	10	<eos>	Vpl-Nsg-and	
430	20	0	Je	prefix	Vpl-Nsg-and
431	20	1	ne	prefix	Vpl-Nsg-and
432	20	2	sais	prefix	Vpl-Nsg-and
433	20	3	pas	prefix	Vpl-Nsg-and
434	20	4	comment	prefix	Vpl-Nsg-and
435	20	5	vont	Vpl	Vpl-Nsg-and
436	20	6	la	det1sg	Vpl-Nsg-and
437	20	7	réponse	np1sg	Vpl-Nsg-and
438	20	8	et	and	Vpl-Nsg-and
439	20	10	<eos>	Vpl-Nsg-and	
440	21	0	Je	prefix	Vpl-Nsg-and
441	21	1	me	prefix	Vpl-Nsg-and
442	21	2	demande	prefix	Vpl-Nsg-and
443	21	3	quand	prefix	Vpl-Nsg-and
444	21	4	vont	Vpl	Vpl-Nsg-and
445	21	5	le	det1sg	Vpl-Nsg-and
446	21	6	spectacle	np1sg	Vpl-Nsg-and
447	21	7	et	and	Vpl-Nsg-and
448	21	9	<eos>	Vpl-Nsg-and	
449	22	0	Nous	prefix	Vpl-Nsg-and
450	22	1	attendons	prefix	Vpl-Nsg-and
451	22	2	de	prefix	Vpl-Nsg-and
452	22	3	voir	prefix	Vpl-Nsg-and
453	22	4	ce	prefix	Vpl-Nsg-and
454	22	5	que	prefix	Vpl-Nsg-and
455	22	6	vont	Vpl	Vpl-Nsg-and
456	22	7	le	det1sg	Vpl-Nsg-and
457	22	8	livre	np1sg	Vpl-Nsg-and
458	22	9	et	and	Vpl-Nsg-and
459	22	11	<eos>	Vpl-Nsg-and	
460	23	0	Il	prefix	Vpl-Nsg-and
461	23	1	ignore	prefix	Vpl-Nsg-and
462	23	2	dans	prefix	Vpl-Nsg-and
463	23	3	quelles	prefix	Vpl-Nsg-and
464	23	4	rues	prefix	Vpl-Nsg-and
465	23	5	vont	Vpl	Vpl-Nsg-and
466	23	6	la	det1sg	Vpl-Nsg-and
467	23	7	grève	np1sg	Vpl-Nsg-and
468	23	8	et	and	Vpl-Nsg-and
469	23	10	<eos>	Vpl-Nsg-and	
470	0	0	Je	prefix	Vsg-Npl-and
471	0	1	me	prefix	Vsg-Npl-and
472	0	2	demande	prefix	Vsg-Npl-and
473	0	3	où	prefix	Vsg-Npl-and
474	0	4	va	Vsg	Vsg-Npl-and
475	0	5	les	det1pl	Vsg-Npl-and
476	0	6	maires	np1pl	Vsg-Npl-and
477	0	7	et	and	Vsg-Npl-and
478	0	9	<eos>	Vsg-Npl-and	
479	1	0	Elle	prefix	Vsg-Npl-and
480	1	1	ne	prefix	Vsg-Npl-and
481	1	2	sait	prefix	Vsg-Npl-and
482	1	3	plus	prefix	Vsg-Npl-and
483	1	4	à	prefix	Vsg-Npl-and
484	1	5	quelle	prefix	Vsg-Npl-and
485	1	6	heure	prefix	Vsg-Npl-and
486	1	7	va	Vsg	Vsg-Npl-and
487	1	8	les	det1pl	Vsg-Npl-and
488	1	9	dirigeants	np1pl	Vsg-Npl-and
489	1	10	et	and	Vsg-Npl-and
490	1	12	<eos>	Vsg-Npl-and	
491	2	0	Il	prefix	Vsg-Npl-and
492	2	1	aimerait	prefix	Vsg-Npl-and
493	2	2	savoir	prefix	Vsg-Npl-and
494	2	3	ce	prefix	Vsg-Npl-and
495	2	4	que	prefix	Vsg-Npl-and
496	2	5	va	Vsg	Vsg-Npl-and
497	2	6	les	det1pl	Vsg-Npl-and
498	2	7	présidents	np1pl	Vsg-Npl-and
499	2	8	et	and	Vsg-Npl-and
500	2	10	<eos>	Vsg-Npl-and	
501	3	0	Nous	prefix	Vsg-Npl-and
502	3	1	voulons	prefix	Vsg-Npl-and
503	3	2	savoir	prefix	Vsg-Npl-and
504	3	3	ce	prefix	Vsg-Npl-and
505	3	4	que	prefix	Vsg-Npl-and
506	3	5	va	Vsg	Vsg-Npl-and
507	3	6	les	det1pl	Vsg-Npl-and
508	3	7	animateurs	np1pl	Vsg-Npl-and
509	3	8	et	and	Vsg-Npl-and
510	3	10	<eos>	Vsg-Npl-and	
511	4	0	Je	prefix	Vsg-Npl-and
512	4	1	me	prefix	Vsg-Npl-and
513	4	2	demande	prefix	Vsg-Npl-and
514	4	3	quand	prefix	Vsg-Npl-and
515	4	4	va	Vsg	Vsg-Npl-and
516	4	5	les	det1pl	Vsg-Npl-and
517	4	6	gouverneurs	np1pl	Vsg-Npl-and
518	4	7	et	and	Vsg-Npl-and
519	4	9	<eos>	Vsg-Npl-and	
520	5	0	Tu	prefix	Vsg-Npl-and
521	5	1	ne	prefix	Vsg-Npl-and
522	5	2	sais	prefix	Vsg-Npl-and
523	5	3	pas	prefix	Vsg-Npl-and
524	5	4	ce	prefix	Vsg-Npl-and
525	5	5	que	prefix	Vsg-Npl-and
526	5	6	va	Vsg	Vsg-Npl-and
527	5	7	les	det1pl	Vsg-Npl-and
528	5	8	bébés	np1pl	Vsg-Npl-and
529	5	9	et	and	Vsg-Npl-and
530	5	11	<eos>	Vsg-Npl-and	
531	6	0	Il	prefix	Vsg-Npl-and
532	6	1	ne	prefix	Vsg-Npl-and
533	6	2	sait	prefix	Vsg-Npl-and
534	6	3	pas	prefix	Vsg-Npl-and
535	6	4	à	prefix	Vsg-Npl-and
536	6	5	quel	prefix	Vsg-Npl-and
537	6	6	moment	prefix	Vsg-Npl-and
538	6	7	va	Vsg	Vsg-Npl-and
539	6	8	mes	det1pl	Vsg-Npl-and
540	6	9	frère	np1pl	Vsg-Npl-and
541	6	10	et	and	Vsg-Npl-and
542	6	12	<eos>	Vsg-Npl-and	
543	7	0	Elle	prefix	Vsg-Npl-and
544	7	1	ignore	prefix	Vsg-Npl-and
545	7	2	quel	prefix	Vsg-Npl-and
546	7	3	jour	prefix	Vsg-Npl-and
547	7	4	va	Vsg	Vsg-Npl-and
548	7	5	les	det1pl	Vsg-Npl-and
549	7	6	médecins	np1pl	Vsg-Npl-and
550	7	7	et	and	Vsg-Npl-and
551	7	9	<eos>	Vsg-Npl-and	
552	8	0	Nous	prefix	Vsg-Npl-and
553	8	1	avons	prefix	Vsg-Npl-and
554	8	2	noté	prefix	Vsg-Npl-and
555	8	3	quand	prefix	Vsg-Npl-and
556	8	4	va	Vsg	Vsg-Npl-and
557	8	5	les	det1pl	Vsg-Npl-and
558	8	6	agents	np1pl	Vsg-Npl-and
559	8	7	et	and	Vsg-Npl-and
560	8	9	<eos>	Vsg-Npl-and	
561	9	0	Ils	prefix	Vsg-Npl-and
562	9	1	se	prefix	Vsg-Npl-and
563	9	2	demandent	prefix	Vsg-Npl-and
